RT_title,RT_aud_score,RT_crit_score,RT_mpaa_rating,RT_runtime,RT_year,num_title,num_month,num_day,num_year,num_budget,num_gross
Darkness,31,4,PG-13,102,2004,Darkness,12,25,2004,10600000,22163442
E.T. The Extra-Terrestrial,71,98,PG,114,1982,ET The ExtraTerrestrial,6,11,1982,10500000,435110554
In the Land of Women,52,43,PG-13,98,2006,In the Land of Women,4,20,2007,10500000,11052958
There Goes My Baby,66,-1,R,99,1994,There Goes My Baby,12,31,1994,10500000,125169
The Blue Butterfly,64,44,PG,100,2004,The Blue Butterfly,2,20,2004,10400000,1610194
September Dawn,48,13,R,111,2007,September Dawn,8,24,2007,10100000,1066555
Good Will Hunting,94,97,R,126,1997,Good Will Hunting,12,5,1997,10000000,138433435
The Grudge,47,39,PG-13,91,2004,The Grudge,10,22,2004,10000000,110359362
Stripes,80,88,R,102,1981,Stripes,6,26,1981,10000000,85300000
Saw III,71,28,R,108,2006,Saw III,10,27,2006,10000000,80238724
Bring It On,66,64,PG-13,100,2000,Bring it On,8,25,2000,10000000,68353550
She's All That,56,38,PG-13,95,1999,Shes All That,1,29,1999,10000000,63465522
Saw IV,63,17,R,92,2007,Saw IV,10,26,2007,10000000,63300095
Madea's Family Reunion,84,25,PG-13,107,2006,Madeas Family Reunion,2,24,2006,10000000,63257940
White Noise,31,9,PG-13,98,2005,White Noise,1,7,2005,10000000,56094360
The Color of Money,73,92,R,119,1986,The Color of Money,10,17,1986,10000000,52293000
The Mighty Ducks,65,12,PG,114,1992,The Mighty Ducks,10,2,1992,10000000,50752337
Precious: Based on the Novel Push by Sapphire,81,91,R,110,2008,Precious Based on the Novel Push by Sapphire,11,6,2009,10000000,47566524
The Best Exotic Marigold Hotel,79,78,PG-13,123,2012,The Best Exotic Marigold Hotel,5,4,2012,10000000,46383639
Bill & Ted's Excellent Adventure,75,81,PG,105,1989,Bill  Teds Excellent Adventure,2,17,1989,10000000,40485039
Happy Gilmore,85,60,PG-13,92,1996,Happy Gilmore,2,16,1996,10000000,38623460
Jeepers Creepers,48,45,R,89,2001,Jeepers Creepers,8,31,2001,10000000,37904175
Recess: School's Out,55,61,G,82,2001,Recess Schools Out,2,16,2001,10000000,36696761
Mad Max Beyond Thunderdome,50,81,PG-13,107,1985,Mad Max Beyond Thunderdome,7,10,1985,10000000,36230219
Commando,68,69,R,90,1985,Commando,10,4,1985,10000000,35073978
Devil,44,52,PG-13,80,2010,Devil,9,17,2010,10000000,33679655
Friday After Next,76,25,R,82,2002,Friday After Next,11,22,2002,10000000,33253609
The Lawnmower Man,32,45,R,108,1992,The Lawnmower Man,3,6,1992,10000000,32100816
Nick and Norah's Infinite Playlist,65,74,PG-13,89,2008,Nick and Norahs Infinite Playlist,10,3,2008,10000000,31487293
Dogma,86,67,R,128,1999,Dogma,11,12,1999,10000000,30651422
The Banger Sisters,42,47,R,98,2002,The Banger Sisters,9,20,2002,10000000,30306281
Snatch,94,73,R,103,2001,Snatch,12,8,2000,10000000,30093107
Road House,67,40,R,115,1989,Road House,5,19,1989,10000000,30050028
Twilight Zone: The Movie,55,65,PG,120,1983,Twilight Zone The Movie,6,24,1983,10000000,29500000
A Low Down Dirty Shame,73,0,R,100,1994,A Low Down Dirty Shame,11,23,1994,10000000,29317886
One Direction: This Is Us,79,62,PG,70,2013,One Direction This is Us,8,30,2013,10000000,28873374
Swimfan,32,14,PG-13,84,2002,Swimfan,9,6,2002,10000000,28564995
Employee of the Month,53,20,PG-13,107,2006,Employee of the Month,10,6,2006,10000000,28444855
The Fourth Kind,41,19,PG-13,98,2009,The Fourth Kind,11,6,2009,10000000,26218170
The Outsiders,83,65,PG,92,1983,The Outsiders,3,25,1983,10000000,25697647
Can't Hardly Wait,64,44,PG-13,100,1998,Cant Hardly Wait,6,12,1998,10000000,25358996
Sparkle,66,57,PG-13,116,2012,Sparkle,8,17,2012,10000000,24397469
Skyline,18,15,PG-13,92,2010,Skyline,11,12,2010,10000000,21416355
The Dead Zone,76,90,R,103,1983,The Dead Zone,10,21,1983,10000000,20766000
Valentine,33,8,R,96,2001,Valentine,2,2,2001,10000000,20384136
Reno 911!: Miami,51,34,R,80,2007,Reno 911 Miami,2,23,2007,10000000,20342161
Sugar Hill,72,20,R,125,1994,Sugar Hill,2,25,1994,10000000,18272447
Kit Kittredge: An American Girl,69,78,G,94,2008,Kit Kittredge An American Girl,6,20,2008,10000000,17657973
Roll Bounce,70,64,PG-13,118,2005,Roll Bounce,9,23,2005,10000000,17380866
Rushmore,92,87,R,93,1998,Rushmore,12,11,1998,10000000,17105219
Tremors,74,88,R,96,1990,Tremors,1,19,1990,10000000,16667084
The Perfect Man,59,6,PG,100,2005,The Perfect Man,6,17,2005,10000000,16535005
Mo' Better Blues,73,73,R,129,1990,Mo Better Blues,8,3,1990,10000000,16153000
Kung Pow! Enter the Fist,68,11,PG-13,81,2002,Kung Pow Enter the Fist,1,25,2002,10000000,16033556
Wrong Turn,55,41,R,95,2003,Wrong Turn,5,30,2003,10000000,15417771
The Long Riders,73,78,R,100,1980,The Long Riders,5,16,1980,10000000,15198912
The Corruptor,44,49,R,110,1999,The Corruptor,3,12,1999,10000000,15164492
"The Goods: Live Hard, Sell Hard",37,27,R,89,2009,The Goods Live Hard Sell Hard,8,14,2009,10000000,15122676
Hey Arnold! The Movie,37,29,PG,76,2002,Hey Arnold The Movie,6,28,2002,10000000,13684949
The Matador,66,76,R,97,2005,The Matador,12,30,2005,10000000,12589255
Love Jones,97,67,R,110,1997,Love Jones,3,14,1997,10000000,12554569
The Gift,56,56,R,112,2000,The Gift,12,19,2000,10000000,12008642
End of the Spear,82,40,PG-13,112,2005,End of the Spear,1,20,2006,10000000,11748661
Get Over It,53,44,PG-13,87,2001,Get Over It,3,9,2001,10000000,11560259
Office Space,93,79,R,90,1999,Office Space,2,19,1999,10000000,10827813
Drop Dead Gorgeous,75,45,PG-13,97,1999,Drop Dead Gorgeous,7,23,1999,10000000,10571408
The Red Violin (Le violon rouge),92,73,R,130,1998,Le Violon rouge,6,11,1999,10000000,10019109
Very Bad Things,58,44,R,111,1998,Very Bad Things,11,25,1998,10000000,9949470
Sleepover,55,15,PG,89,2004,Sleepover,7,9,2004,10000000,9408183
Movie 43,25,4,R,97,2013,Movie 43,1,25,2013,10000000,8840453
Body Double,63,79,R,110,1984,Body Double,10,26,1984,10000000,8801940
Dirty Pretty Things,83,94,R,107,2003,Dirty Pretty Things,7,18,2003,10000000,8112414
Over Her Dead Body,43,15,PG-13,95,2008,Over Her Dead Body,2,1,2008,10000000,7570127
Bones,40,21,R,95,2001,Bones,10,24,2001,10000000,7316658
Turistas (Paradise Lost),28,17,R,94,2006,Turistas,12,1,2006,10000000,7027762
American History X,96,82,R,118,1998,American History X,10,30,1998,10000000,6719864
The Straight Story,91,96,G,111,1999,The Straight Story,10,15,1999,10000000,6197866
Deuces Wild,52,3,R,97,2002,Deuces Wild,5,3,2002,10000000,6044618
Run Fatboy Run,64,47,PG-13,102,2008,Run Fatboy Run,3,22,2008,10000000,6003262
Heartbeeps,19,0,PG,79,1981,Heartbeeps,12,18,1981,10000000,6000000
Rescue Dawn,74,90,PG-13,120,2006,Rescue Dawn,7,4,2007,10000000,5490423
Black and White,31,39,R,98,1999,Black and White,4,5,2000,10000000,5241315
I Am Love,68,80,R,120,2010,I am Love,6,18,2010,10000000,5005465
On the Line,49,19,PG,85,2001,On the Line,10,26,2001,10000000,4365455
Crash,62,58,NC-17,98,1996,Crash,10,4,1996,10000000,3357324
Romeo Is Bleeding,63,23,R,108,1994,Romeo Is Bleeding,2,4,1994,10000000,3275585
The Limey,79,93,R,89,1999,The Limey,10,8,1999,10000000,3193102
The House of Mirth,72,81,PG,143,2000,The House of Mirth,12,22,2000,10000000,3041803
Bamboozled,75,48,R,135,2000,Bamboozled,10,6,2000,10000000,2185266
Sphinx,36,-1,PG,118,1981,Sphinx,2,11,1981,10000000,2000000
A Better Life,79,84,PG-13,98,2011,A Better Life,6,24,2011,10000000,1759252
Spider-Man,67,89,PG-13,121,2002,Spider,2,28,2003,10000000,1641788
Gun Shy,37,24,R,102,2000,Gun Shy,2,4,2000,10000000,1638202
Nicholas Nickleby,76,77,PG,132,2002,Nicholas Nickleby,12,27,2002,10000000,1562800
The Joneses,47,62,R,93,2010,The Joneses,4,16,2010,10000000,1475746
Krrish,72,100,Unrated,172,2006,Krrish,6,23,2006,10000000,1430721
Cecil B. Demented,68,52,R,90,2000,Cecil B Demented,8,11,2000,10000000,1276984
Owning Mahowny,76,79,R,104,2003,Owning Mahowny,5,2,2003,10000000,1011054
The Brothers Solomon,31,15,R,93,2007,The Brothers Solomon,9,7,2007,10000000,900926
Illuminata,68,38,R,111,1998,Illuminata,8,6,1999,10000000,836641
Coriolanus,58,93,R,124,2011,Coriolanus,12,2,2011,10000000,749641
Swept Away,27,5,R,89,2002,Swept Away,10,11,2002,10000000,598645
"War, Inc.",38,30,R,106,2008,War Inc,5,23,2008,10000000,580862
Shaolin Soccer,84,91,PG-13,111,2004,Shaolin Soccer,4,2,2004,10000000,488872
The Brown Bunny,46,43,G,93,2003,The Brown Bunny,8,27,2004,10000000,366301
Rien ne va plus (The Swindle),51,68,Unrated,104,1997,The Swindle,12,25,1998,10000000,245359
La Femme de chambre du Titanic (The Chambermaid on the Titanic),62,81,Unrated,99,1997,La femme de chambre du Titanic,8,14,1998,10000000,244465
Imaginary Heroes,82,35,R,112,2004,Imaginary Heroes,12,17,2004,10000000,228524
High Heels and Low Lifes,49,20,R,85,2001,High Heels and Low Lifes,10,26,2001,10000000,226792
World's Greatest Dad,66,89,R,99,2009,Worlds Greatest Dad,8,21,2009,10000000,221805
Welcome to the Rileys,58,55,R,110,2010,Welcome to the Rileys,10,29,2010,10000000,152857
Free Style,53,29,PG,94,2009,Free Style,10,9,2009,10000000,141108
Severance,61,64,R,96,2006,Severance,5,18,2007,10000000,137221
Edmond,46,46,R,82,2005,Edmond,7,14,2006,10000000,131719
Police Academy 7: Mission to Moscow,22,-1,PG,83,1994,Police Academy 7 Mission to Moscow,8,26,1994,10000000,126247
Blood Done Sign My Name,63,50,PG-13,128,2010,Blood Done Sign My Name,2,19,2010,10000000,109383
The Good Guy,30,33,R,91,2009,The Good Guy,2,19,2010,10000000,100688
Motherhood,17,19,PG-13,90,2009,Motherhood,10,23,2009,10000000,93388
Eulogy,72,32,R,85,2004,Eulogy,10,15,2004,10000000,70527
"An Alan Smithee Film: Burn, Hollywood, Burn",14,8,R,86,1997,An Alan Smithee Film Burn Hollywood Burn,2,27,1998,10000000,45779
The Open Road,25,29,PG-13,91,2009,The Open Road,8,28,2009,10000000,19716
Janky Promoters,47,-1,R,85,2009,Janky Promoters,10,16,2009,10000000,9069
The Reef,40,78,R,88,2010,The Reef,12,31,2010,10000000,0
White Noise 2: The Light,43,75,PG-13,99,2007,White Noise 2 The Light,1,8,2008,10000000,0
Fifty Dead Men Walking,68,88,R,118,2009,Fifty Dead Men Walking,8,21,2009,10000000,0
Adam Resurrected,46,34,R,107,2008,Adam Resurrected,9,22,2009,10000000,0
Detention,45,38,R,93,2012,Detention,4,13,2012,10000000,0
Partition,73,38,R,115,2007,Partition,2,2,2007,10000000,0
Gunless,64,40,Unrated,89,2011,Gunless,4,30,2010,9900000,458054
Adventureland,60,89,R,106,2009,Adventureland,4,3,2009,9800000,16044025
Love Is In The Air,55,70,Unrated,96,2013,Amour,12,19,2012,9700000,6738954
The Lost City,64,25,R,143,2005,The Lost City,4,28,2006,9600000,2484186
Next Friday,77,20,R,98,2000,Next Friday,1,12,2000,9500000,57176582
Poltergeist III,36,13,PG-13,97,1988,Poltergeist III,6,10,1988,9500000,14114000
The Runaways,55,69,R,107,2010,The Runaways,3,19,2010,9500000,3573673
Gentlemen Broncos,41,19,PG-13,89,2009,Gentlemen Broncos,10,30,2009,9500000,113682
Volver,89,92,R,120,2006,Volver,11,3,2006,9400000,12899867
Melancholia,67,77,R,135,2011,Melancholia,11,11,2011,9400000,3030848
Heavy Metal,68,58,R,90,1981,Heavy Metal,8,7,1981,9300000,19571091
Richard III,86,95,R,105,1995,Richard III,12,29,1995,9200000,2684904
Red Dog,81,81,PG,92,2011,Red Dog,12,31,2011,9100000,0
The Texas Chainsaw Massacre,58,36,R,97,2003,The Texas Chainsaw Massacre,10,17,2003,9000000,80571655
The Strangers,47,45,R,85,2008,The Strangers,5,30,2008,9000000,52597610
Set It Off,90,63,R,120,1996,Set It Off,11,6,1996,9000000,36049108
The Best Man,88,72,R,120,1999,The Best Man,10,22,1999,9000000,34102780
Child's Play,62,69,R,95,1988,Childs Play,11,9,1988,9000000,33244684
Sicko,87,92,PG-13,123,2007,Sicko,6,22,2007,9000000,24538513
Down to You,50,3,PG-13,91,2000,Down to You,1,21,2000,9000000,20035310
Harold & Kumar Go to White Castle,80,74,R,88,2004,Harold  Kumar Go to White Castle,7,30,2004,9000000,18225165
The Contender,73,76,R,126,2000,The Contender,10,13,2000,9000000,17804273
Boiler Room,79,67,R,119,2000,Boiler Room,2,18,2000,9000000,16963963
Black Christmas,38,14,R,84,2006,Black Christmas,12,25,2006,9000000,16235738
The Ice Pirates,49,11,PG,91,1984,The Ice Pirates,3,16,1984,9000000,13075390
Breakin' All the Rules,58,31,PG-13,86,2004,Breakin All the Rules,5,14,2004,9000000,12232382
Glee: The 3D Concert Movie,65,60,PG,84,2011,Glee The 3D Concert Movie,8,10,2011,9000000,11862398
Henry V,90,100,PG-13,138,1989,Henry V,11,8,1989,9000000,10161099
The Savages,74,89,R,114,2007,The Savages,11,28,2007,9000000,6623082
Chasing Papi,40,14,PG,80,2003,Chasing Papi,4,16,2003,9000000,6126237
The Way of the Gun,71,48,R,119,2000,The Way of the Gun,9,8,2000,9000000,6047856
Igby Goes Down,81,76,R,104,2002,Igby Goes Down,9,13,2002,9000000,4777465
PCU,76,47,PG-13,79,1994,PCU,4,29,1994,9000000,4333569
The Ultimate Gift,85,32,PG,117,2007,The Ultimate Gift,3,9,2007,9000000,3438735
Beautiful,55,16,PG-13,112,2000,Beautiful,9,29,2000,9000000,3134509
Gracie,58,60,PG-13,96,2007,Gracie,6,1,2007,9000000,2956339
Trust the Man,35,27,R,128,2006,Trust the Man,8,18,2006,9000000,1530535
Undiscovered,48,7,PG-13,98,2005,Undiscovered,8,26,2005,9000000,1069318
Velvet Goldmine,81,56,R,119,1998,Velvet Goldmine,11,6,1998,9000000,1053788
Princess Ka'iulani,45,18,PG,97,2009,Princess Kaiulani,5,14,2010,9000000,883887
The Legend of Suriyothai,61,52,R,142,2002,The Legend of Suriyothai,6,20,2003,9000000,454255
The Girl on the Train (La Fille du RER),40,79,G,105,2009,La fille du RER,1,22,2010,9000000,208163
All Or Nothing,65,-1,R,128,2002,All or Nothing,10,25,2002,9000000,184255
Flammen og Citronen,77,-1,Unrated,,2008,Flammen og Citronen,7,31,2009,9000000,148089
Leaves of Grass,50,59,R,104,2010,Leaves of Grass,4,2,2010,9000000,70066
Beneath Hill 60,77,85,R,100,2010,Beneath Hill 60,12,31,2010,9000000,0
Veronika Decides to Die,53,-1,R,103,2009,Veronika Decides to Die,12,31,2009,9000000,0
Awake,55,23,R,84,2007,Awake,11,30,2007,8600000,14373825
Crazy Heart,76,91,R,112,2009,Crazy Heart,12,16,2009,8500000,39471742
Star Wars: The Clone Wars,39,18,PG,98,2008,Star Wars The Clone Wars,8,15,2008,8500000,35161554
The Lost Boys,86,75,R,97,1987,The Lost Boys,7,31,1987,8500000,32222567
Haakon Haakonsen (Shipwrecked),73,-1,PG,93,1990,Haakon Haakonsen,3,1,1991,8500000,15024232
Election,79,92,R,102,1999,Election,4,23,1999,8500000,14943582
The Namesake,79,86,PG-13,122,2006,The Namesake,3,9,2007,8500000,13610521
Club Dread,44,29,R,103,2004,Club Dread,2,27,2004,8500000,5001655
Bright Star,69,83,PG,119,2009,Bright Star,9,17,2009,8500000,4444637
Glitter,46,7,PG-13,104,2001,Glitter,9,21,2001,8500000,4273372
Silmido,84,-1,Unrated,134,2003,Silmido,4,23,2004,8500000,298347
My Name Is Khan,82,80,PG-13,145,2010,My Name is Khan,2,12,2010,8470000,4046336
Namastey London,81,-1,PG,136,2007,Namastey London,3,23,2007,8400000,1207007
Limbo,74,-1,R,127,1999,Limbo,6,4,1999,8300000,2160710
The Wind That Shakes the Barley,87,88,PG-13,126,2006,The Wind That Shakes the Barley,3,16,2007,8300000,1829142
The City of Your Final Destination,38,38,PG-13,114,2010,The City of Your Final Destination,4,16,2010,8300000,493296
Kurtlar vadisi - Irak (Valley of the Wolves: Iraq),75,-1,Unrated,122,2006,Kurtlar vadisi  Irak,11,24,2006,8300000,0
Footloose,73,56,PG,107,1984,Footloose,2,17,1984,8200000,80000000
Pulp Fiction,96,94,R,154,1994,Pulp Fiction,10,14,1994,8000000,107928762
Splash,58,92,PG,111,1984,Splash,3,9,1984,8000000,62599495
Little Miss Sunshine,91,91,R,110,2006,Little Miss Sunshine,7,26,2006,8000000,59891098
Easy A,77,85,PG-13,92,2010,Easy A,9,17,2010,8000000,58401464
Stand by Me,92,91,R,87,1986,Stand by Me,8,8,1986,8000000,52287414
28 Days Later,85,87,R,108,2003,28 Days Later,6,27,2003,8000000,45064915
You Got Served,70,16,PG-13,95,2004,You Got Served,1,30,2004,8000000,40066497
50/50,88,93,R,100,2011,5050,9,30,2011,8000000,35016118
A Thin Line Between Love and Hate,78,12,R,108,1996,A Thin Line Between Love  Hate,4,3,1996,8000000,34873513
Brown Sugar,91,66,PG-13,109,2002,Brown Sugar,10,11,2002,8000000,27362712
Modern Problems,33,-1,PG,91,1981,Modern Problems,12,25,1981,8000000,24474312
Much Ado About Nothing,87,91,PG-13,110,1993,Much Ado About Nothing,5,7,1993,8000000,22549338
The Player,85,98,R,124,1992,The Player,4,10,1992,8000000,21706101
Creepshow,69,69,R,121,1982,Creepshow,11,10,1982,8000000,20036244
Akeelah and the Bee,81,84,PG,112,2006,Akeelah and the Bee,4,28,2006,8000000,18848430
Wes Craven's New Nightmare,66,77,R,112,1994,Wes Cravens New Nightmare,10,14,1994,8000000,18090181
Drive Me Crazy,53,28,PG-13,91,1999,Drive Me Crazy,10,1,1999,8000000,17843379
Half Baked,82,29,R,82,1998,Half Baked,1,16,1998,8000000,17394881
That Awkward Moment,56,22,R,94,2014,That Awkward Moment,1,31,2014,8000000,16848035
American Psycho,85,67,R,97,2000,American Psycho,4,14,2000,8000000,15070285
See No Evil,51,8,R,83,2006,See No Evil,5,19,2006,8000000,15032800
The Good Girl,59,81,R,93,2002,The Good Girl,8,7,2002,8000000,14018296
"Bon Cop, Bad Cop",82,67,R,116,2006,Bon Cop Bad Cop,8,4,2006,8000000,12671300
The Boondock Saints II: All Saints Day,58,23,R,87,2009,The Boondock Saints 2 All Saints Day,10,30,2009,8000000,10273187
Prom,40,36,PG,109,2011,Prom,4,29,2011,8000000,10130219
The Inkwell,86,25,R,120,1994,The Inkwell,4,22,1994,8000000,8864699
Shadow of the Vampire,74,81,R,93,2000,Shadow of the Vampire,12,29,2000,8000000,8279017
It's Kind of a Funny Story,66,59,PG-13,101,2010,Its Kind of a Funny Story,10,8,2010,8000000,6363628
The Pallbearer,17,42,PG-13,97,1996,The Pallbearer,5,3,1996,8000000,5656388
Woman on Top,43,34,R,83,2000,Woman on Top,9,22,2000,8000000,5018450
Held Up,47,17,PG-13,89,2000,Held Up,5,12,2000,8000000,4714090
Another Year,74,93,PG-13,129,2010,Another Year,12,29,2010,8000000,3205706
8 Women (8 Femmes),76,79,R,103,2002,8 femmes,9,20,2002,8000000,3076425
Clay Pigeons,67,63,R,104,1998,Clay Pigeons,9,25,1998,8000000,1793359
Made in Dagenham,75,80,R,113,2010,Made in Dagenham,11,19,2010,8000000,1095369
And When Did You Last See Your Father? (When Did You Last See Your Father?),64,72,PG-13,93,2007,And When Did You Last See Your Father,6,6,2008,8000000,1071240
The Secret of Kells,85,91,G,75,2009,The Secret of Kells,3,5,2010,8000000,690290
Prefontaine,80,59,PG-13,107,1997,Prefontaine,1,24,1997,8000000,590817
Brooklyn Rules,51,45,R,99,2006,Brooklyn Rules,5,11,2007,8000000,458232
The Singing Detective,41,39,R,109,2003,The Singing Detective,10,24,2003,8000000,336456
Fido,72,71,R,91,2006,Fido,6,15,2007,8000000,298110
Restless,48,36,PG-13,91,2011,Restless,9,16,2011,8000000,163753
The Land Girls,51,61,R,110,1997,The Land Girls,6,12,1998,8000000,146083
Wild Target,56,32,PG-13,98,2010,Wild Target,10,29,2010,8000000,109338
Pathology,40,43,R,94,2008,Pathology,4,18,2008,8000000,109045
10th and Wolf,53,19,R,108,2006,10th  Wolf,8,18,2006,8000000,54702
Dear Wendy,66,36,Unrated,101,2005,Dear Wendy,9,23,2005,8000000,23106
Maurice Richard (The Rocket),89,56,PG,123,2007,Maurice Richard,11,30,2007,8000000,0
Imagine Me & You,75,32,R,102,2005,Imagine Me  You,1,27,2006,7900000,672243
Swimming Pool,67,84,R,103,2003,Swimming Pool,7,4,2003,7800000,10130108
The Blood of Heroes,77,13,R,97,1989,The Blood of Heroes,2,23,1990,7700000,882290
Driving Miss Daisy,82,81,PG,99,1989,Driving Miss Daisy,12,13,1989,7500000,106593296
Soul Food,86,80,R,114,1997,Soul Food,9,26,1997,7500000,43492389
Rumble in the Bronx,64,79,R,89,1996,Rumble in the Bronx,2,23,1996,7500000,32281907
Thank You For Smoking,87,86,R,95,2005,Thank You For Smoking,3,17,2006,7500000,24793509
Pulse,28,10,PG-13,85,2006,Pulse,8,11,2006,7500000,20264436
Hostel: Part II,39,44,R,95,2007,Hostel Part II,6,8,2007,7500000,17544812
An Education,80,94,PG-13,101,2009,An Education,10,9,2009,7500000,12574914
Extract,38,63,R,90,2009,Extract,9,4,2009,7500000,10823158
Narc,80,83,R,105,2002,Narc,12,20,2002,7500000,10465659
Shopgirl,58,61,R,116,2005,Shopgirl,10,21,2005,7500000,10284523
The Hotel New Hampshire,52,77,R,110,1984,The Hotel New Hampshire,3,9,1984,7500000,5142858
Men with Brooms,68,59,R,103,2002,Men with Brooms,3,8,2002,7500000,4239767
The Work and the Glory,84,17,PG,110,2004,The Work and the Glory,11,24,2004,7500000,3347647
Masked And Anonymous,46,24,PG-13,112,2003,Masked and Anonymous,7,24,2003,7500000,533344
Alias Betty (Betty Fisher et autres histoires) (Betty Fisher and Other Stories),59,92,Unrated,102,2001,Betty Fisher et autres histoires,9,13,2002,7500000,206400
Code 46,59,51,R,85,2003,Code 46,8,6,2004,7500000,197148
The Hole,53,50,R,102,2001,The Hole,12,31,2001,7500000,0
Ta Ra Rum Pum,73,67,Unrated,156,2007,Ta Ra Rum Pum,4,27,2007,7400000,872643
Wedding Crashers,70,75,R,119,2005,Crash,5,6,2005,7303082,55334418
Persepolis,92,96,PG-13,95,2007,Persepolis,12,25,2007,7300000,4443403
Harry Brown,75,64,R,103,2009,Harry Brown,4,30,2010,7300000,1818681
The Wave,81,65,Unrated,106,2011,Die Welle,5,27,2011,7250000,0
The Omega Code,29,8,PG-13,99,1999,The Omega Code,10,15,1999,7200000,12610552
Men in Black III,71,70,PG-13,105,2012,3,9,16,2011,7200000,59774
Juno,88,94,PG-13,96,2007,Juno,12,5,2007,7000000,143495265
Flashdance,63,30,R,94,1983,Flashdance,4,15,1983,7000000,90463574
Jumping the Broom,60,56,PG-13,112,2011,Jumping the Broom,5,6,2011,7000000,37295394
My Dog Skip,68,73,PG,95,1999,My Dog Skip,1,12,2000,7000000,34099640
Darkness Falls,35,9,PG-13,86,2003,Darkness Falls,1,24,2003,7000000,32539681
"Definitely, Maybe",72,70,PG-13,112,2008,Definitely Maybe,2,14,2008,7000000,32241649
"Good Night, And Good Luck",83,93,PG,90,2005,Good Night and Good Luck,10,7,2005,7000000,31501218
Capote,81,90,R,115,2005,Capote,9,30,2005,7000000,28750530
The Descent,75,85,R,99,2005,The Descent,8,4,2006,7000000,26024456
Desperado,80,62,R,106,1995,Desperado,8,25,1995,7000000,25532388
Fargo,93,94,R,97,1996,Fargo,3,8,1996,7000000,24567751
Kingdom Come,74,28,PG,94,2001,Kingdom Come,4,11,2001,7000000,23247539
Action Jackson,32,10,R,96,1988,Action Jackson,2,12,1988,7000000,20257000
Michael Jordan to the Max,82,67,G,45,2000,Michael Jordan to the MAX,5,5,2000,7000000,18642318
The Devil's Rejects,79,53,R,109,2005,The Devils Rejects,7,22,2005,7000000,17044981
Flirting With Disaster,69,86,R,93,1996,Flirting with Disaster,3,22,1996,7000000,14853474
Buffy the Vampire Slayer,43,33,PG-13,98,1992,Buffy the Vampire Slayer,7,31,1992,7000000,14231669
In Too Deep,77,36,R,104,1999,In Too Deep,8,25,1999,7000000,14026509
House of 1000 Corpses,66,19,R,88,2002,House of 1000 Corpses,4,11,2003,7000000,12634962
Silver Bullet,56,50,R,94,1985,Silver Bullet,10,11,1985,7000000,10803211
House of the Dead,9,4,R,90,2003,The House of the Dead,10,10,2003,7000000,10199354
A Serious Man,67,89,R,106,2009,A Serious Man,10,2,2009,7000000,9228788
Get Low,75,84,PG-13,103,2010,Get Low,7,30,2010,7000000,9176933
A Single Man,81,85,R,101,2009,A Single Man,12,11,2009,7000000,9176000
The Last Temptation of Christ,85,83,R,164,1988,The Last Temptation of Christ,8,12,1988,7000000,8373585
Cyrus,54,80,R,91,2010,Cyrus,6,18,2010,7000000,7468936
Outside Providence,67,50,R,95,1999,Outside Providence,9,1,1999,7000000,7309628
Rabbit-Proof Fence,87,88,PG,94,2002,RabbitProof Fence,11,29,2002,7000000,6199600
Split Second,58,-1,R,91,1992,Split Second,5,1,1992,7000000,5430822
Nikita (La Femme Nikita),84,88,R,115,1990,Nikita,3,8,1991,7000000,5017971
The Other Side Of Heaven,73,29,PG,113,2002,The Other Side of Heaven,12,14,2001,7000000,4720371
Dark Angel,0,-1,Unrated,150,1991,Dark Angel,9,28,1990,7000000,4372561
Veer Zaara (Veer-Zaara),88,-1,Unrated,192,2004,VeerZaara,11,12,2004,7000000,2938532
A Dog of Flanders,65,21,PG,100,1999,A Dog of Flanders,8,27,1999,7000000,2165637
Auto Focus,61,72,PG-13,106,2002,Auto Focus,10,18,2002,7000000,2062066
The Mighty Macs,64,46,G,100,2011,The Mighty Macs,10,21,2011,7000000,1891936
Somewhere,47,71,R,98,2010,Somewhere,12,22,2010,7000000,1785645
Factory Girl,60,19,R,89,2006,Factory Girl,12,29,2006,7000000,1661464
I Hope They Serve Beer in Hell,42,20,R,105,2009,I Hope They Serve Beer in Hell,9,25,2009,7000000,1429299
Losin' It,32,22,R,104,1982,Losin It,4,8,1983,7000000,1246141
Mother and Child,76,79,R,126,2010,Mother and Child,5,7,2010,7000000,1110509
The Extra Man,37,43,R,108,2010,The Extra Man,7,30,2010,7000000,453377
Hesher,61,54,R,105,2011,Hesher,5,13,2011,7000000,382946
Chairman of the Board,19,13,PG-13,95,1998,Chairman of the Board,3,13,1998,7000000,306715
Gerry,62,61,R,103,2002,Gerry,2,14,2003,7000000,254683
Wah-Wah,63,53,R,120,2006,WahWah,5,12,2006,7000000,234750
The Heart of Me,63,50,R,95,2002,The Heart of Me,6,13,2003,7000000,196067
The Boondock Saints,92,20,R,110,2000,The Boondock Saints,1,21,2000,7000000,30471
Stargate: The Ark of Truth,79,-1,Unrated,97,2008,Stargate  The Ark of Truth,3,11,2008,7000000,0
The Kings of Appletown,89,-1,PG,95,2009,The Kings of Appletown,12,12,2008,7000000,0
Pale Rider,83,92,R,115,1985,Pale Rider,6,28,1985,6900000,41410568
Dazed and Confused,90,94,R,103,1993,Dazed and Confused,9,24,1993,6900000,7950889
The Chumscrubber,76,35,R,107,2005,The Chumscrubber,8,5,2005,6800000,49526
