Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
1364	12/13/2002	About Schmidt	$30,000,000	$65,005,217	$105,823,486
1365	2/16/2001	Down to Earth	$30,000,000	$64,172,251	$71,172,251
1366	8/4/1995	Babe	$30,000,000	$63,658,910	$246,100,000
1367	4/18/2008	Forgetting Sarah Marshall	$30,000,000	$63,172,463	$105,173,042
1368	10/8/2004	Friday Night Lights	$30,000,000	$61,255,921	$61,950,770
1369	4/25/2008	Baby Mama	$30,000,000	$60,494,212	$64,391,484
1370	5/29/1998	Hope Floats	$30,000,000	$60,110,313	$81,529,000
1371	1/9/2009	Bride Wars	$30,000,000	$58,715,510	$115,150,424
1372	8/20/2004	Without a Paddle	$30,000,000	$58,156,435	$65,121,280
1373	4/23/2004	13 Going On 30	$30,000,000	$57,139,723	$96,439,723
1374	5/20/2011	Midnight in Paris	$30,000,000	$56,816,662	$154,816,662
1375	10/5/2005	Wallace & Gromit: The Curse of the Were-Rabbit	$30,000,000	$56,068,547	$185,724,838
1376	9/16/2005	The Corpse Bride	$30,000,000	$53,359,111	$114,770,654
1377	5/14/2010	Letters to Juliet	$30,000,000	$53,032,453	$79,135,982
1378	4/6/2001	Blow	$30,000,000	$52,990,775	$83,282,296
1379	2/12/1999	Message in a Bottle	$30,000,000	$52,880,016	$52,880,016
1380	6/9/1989	Star Trek V: The Final Frontier	$30,000,000	$52,210,049	$70,200,000
1381	7/3/2002	Like Mike	$30,000,000	$51,432,423	$62,432,423
1382	3/18/1994	Naked Gun 33 1/3: The Final Insult	$30,000,000	$51,041,856	$51,041,856
1383	12/7/2007	Atonement	$30,000,000	$50,980,159	$130,200,290
1384	5/24/1985	A View to a Kill	$30,000,000	$50,327,960	$152,627,960
1385	1/14/2005	Racing Stripes	$30,000,000	$49,772,522	$93,772,522
1386	9/22/1989	Black Rain	$30,000,000	$45,892,212	$45,892,212
1387	4/13/2012	The Three Stooges	$30,000,000	$44,338,224	$53,801,644
1388	7/21/2000	Pokemon 2000	$30,000,000	$43,746,923	$133,946,923
1389	8/6/2010	Step Up 3D	$30,000,000	$42,400,223	$165,889,117
1390	5/29/2009	Drag Me To Hell	$30,000,000	$42,100,625	$91,388,487
1391	4/13/2012	The Cabin in the Woods	$30,000,000	$42,073,277	$70,768,144
1392	9/19/2003	Secondhand Lions	$30,000,000	$42,070,939	$47,902,566
1393	11/10/2006	Stranger Than Fiction	$30,000,000	$40,435,190	$45,235,190
1394	4/8/2011	Hanna	$30,000,000	$40,259,119	$65,343,694
1395	8/16/2002	Blue Crush	$30,000,000	$40,118,420	$51,618,420
1396	10/19/2007	30 Days of Night	$30,000,000	$39,568,996	$80,276,156
1397	12/19/1986	Little Shop of Horrors	$30,000,000	$38,747,385	$38,747,385
1398	9/15/2006	Gridiron Gang	$30,000,000	$38,432,823	$41,457,834
1399	7/20/1988	Midnight Run	$30,000,000	$38,413,606	$81,613,606
1400	1/25/2008	Meet the Spartans	$30,000,000	$38,233,676	$84,646,831
1401	11/13/1987	The Running Man	$30,000,000	$38,122,000	$38,122,000
1402	9/13/2013	The Family	$30,000,000	$36,918,811	$51,078,541
1403	11/21/1997	Mortal Kombat: Annihilation	$30,000,000	$35,927,406	$51,327,406
1404	10/18/2013	Carrie	$30,000,000	$35,266,619	$84,965,951
1405	4/1/2006	Take the Lead	$30,000,000	$34,742,066	$65,390,493
1406	11/24/2010	Love and Other Drugs	$30,000,000	$32,367,005	$102,719,647
1407	6/1/2001	What's the Worst That Could Happen?	$30,000,000	$32,267,774	$38,462,071
1408	2/8/2013	Side Effects	$30,000,000	$32,172,757	$60,288,363
1409	9/9/2009	9	$30,000,000	$31,749,894	$48,559,999
1410	4/2/2004	The Prince & Me	$30,000,000	$28,165,882	$29,356,757
1411	7/15/2011	Winnie the Pooh	$30,000,000	$26,692,846	$36,439,948
1412	5/15/1998	Bulworth	$30,000,000	$26,528,684	$29,203,383
1413	6/13/2003	Dumb and Dumberer: When Harry Met Lloyd	$30,000,000	$26,214,846	$26,214,846
1414	8/4/1995	Virtuosity	$30,000,000	$23,998,226	$23,998,226
1415	9/18/1998	One True Thing	$30,000,000	$23,337,196	$26,708,196
1416	9/17/2004	Mr. 3000	$30,000,000	$21,800,302	$21,827,296
1417	11/19/2010	The Next Three Days	$30,000,000	$21,148,651	$67,255,916
1418	8/6/2004	Little Black Book	$30,000,000	$20,422,207	$21,758,371
1419	1/19/2005	Assault On Precinct 13	$30,000,000	$20,040,895	$36,040,895
1420	9/19/2008	Igor	$30,000,000	$19,528,602	$31,013,349
1421	10/4/2013	Runner Runner	$30,000,000	$19,316,646	$62,616,646
1422	2/6/1998	The Replacement Killers	$30,000,000	$19,035,741	$19,035,741
1423	3/3/2006	Ultraviolet	$30,000,000	$18,522,064	$20,722,064
1424	10/21/2005	North Country	$30,000,000	$18,324,242	$25,224,242
1425	8/19/2011	Fright Night	$30,000,000	$18,298,649	$40,520,649
1426	7/17/2002	Eight Legged Freaks	$30,000,000	$17,266,505	$36,722,311
1427	7/19/1996	Fled	$30,000,000	$17,192,205	$19,892,205
1428	6/4/2010	Splice	$30,000,000	$17,010,170	$22,461,001
1429	4/18/2008	88 Minutes	$30,000,000	$16,930,884	$32,955,399
1430	4/9/2004	The Whole Ten Yards	$30,000,000	$16,323,969	$26,323,969
1431	8/1/1986	Howard the Duck	$30,000,000	$16,295,774	$16,295,774
1432	10/24/2008	Pride and Glory	$30,000,000	$15,740,721	$43,440,721
1433	8/26/2005	The Cave	$30,000,000	$15,007,991	$27,147,991
1434	4/30/2004	Godsend	$30,000,000	$14,334,645	$16,910,708
1435	6/20/2003	Alex & Emma	$30,000,000	$14,208,384	$15,358,583
1436	9/3/2004	Wicker Park	$30,000,000	$13,001,257	$21,601,257
1437	12/25/2005	The New World	$30,000,000	$12,712,093	$26,184,400
1438	1/18/2013	The Last Stand	$30,000,000	$12,050,299	$48,050,299
1439	1/15/1999	In Dreams	$30,000,000	$12,017,369	$12,017,369
1440	3/12/1999	Wing Commander	$30,000,000	$11,578,022	$11,578,022
1441	1/12/2001	Antitrust	$30,000,000	$10,965,209	$17,865,209
1442	4/29/2011	Hoodwinked Too: Hood vs. Evil	$30,000,000	$10,143,779	$23,353,111
1443	4/8/2009	Dragonball Evolution	$30,000,000	$9,362,785	$58,228,460
1444	9/24/2004	First Daughter	$30,000,000	$9,055,010	$10,419,084
1445	9/9/2005	An Unfinished Life	$30,000,000	$8,535,575	$18,535,575
1446	12/25/2009	The Imaginarium of Doctor Parnassus	$30,000,000	$7,689,607	$64,352,607
1447	12/17/2010	Barney's Version	$30,000,000	$7,502,560	$8,845,575
1448	9/20/2002	Trapped	$30,000,000	$6,916,869	$6,916,869
1449	1/22/1999	Gloria	$30,000,000	$4,167,493	$4,967,493
1450	9/21/2007	The Assassination of Jesse James by the Coward Robert Ford	$30,000,000	$3,909,149	$15,313,631
1451	12/29/2004	The Merchant of Venice	$30,000,000	$3,765,585	$18,765,585
1452	4/2/2003	The Good Thief	$30,000,000	$3,517,797	$6,460,758
1453	8/17/2005	Supercross	$30,000,000	$3,102,550	$3,252,550
1454	12/29/2006	Miss Potter	$30,000,000	$3,005,605	$35,891,257
1455	5/5/2006	Wu ji	$30,000,000	$669,625	$35,869,934
1456	9/23/2011	Machine Gun Preacher	$30,000,000	$538,690	$538,690
1457	6/15/2007	DOA: Dead or Alive	$30,000,000	$480,314	$7,756,224
1458	2/19/2010	Le Petit Nicolas	$30,000,000	$201,857	$52,339,566
1459	10/7/2011	Xinhai geming	$30,000,000	$135,739	$8,593,154
1460	12/31/2010	Konferenz der Tiere	$30,000,000	$0	$53,311,125
1461	12/14/2007	Goodbye Bafana	$30,000,000	$0	$2,717,302
1462	11/18/2005	Walk the Line	$29,000,000	$119,519,402	$187,707,495
1463	12/27/1995	Twelve Monkeys	$29,000,000	$57,141,459	$168,841,459
1464	9/12/2003	Once Upon a Time in Mexico	$29,000,000	$56,330,657	$97,413,527
1465	4/14/2000	Keeping the Faith	$29,000,000	$37,036,404	$45,336,404
1466	2/13/1998	The Borrowers	$29,000,000	$22,619,589	$54,045,832
1467	12/5/2008	Frost/Nixon	$29,000,000	$18,622,031	$28,144,586
1468	11/12/2004	Seed of Chucky	$29,000,000	$17,016,190	$24,716,190
1469	8/23/2002	Serving Sara	$29,000,000	$16,930,185	$20,146,150
1470	12/31/2002	Confessions of a Dangerous Mind	$29,000,000	$16,007,718	$33,013,805
1471	8/26/2009	Taking Woodstock	$29,000,000	$7,460,204	$10,066,366
1472	9/24/1999	Mumford	$28,700,000	$4,559,569	$4,559,569
1473	3/4/2005	The Jacket	$28,500,000	$6,301,131	$15,452,978
1474	11/11/1992	Aladdin	$28,000,000	$217,350,219	$504,050,219
1475	5/23/1984	Indiana Jones and the Temple of Doom	$28,000,000	$179,880,271	$333,080,271
1476	11/20/1998	The Rugrats Movie	$28,000,000	$100,494,685	$140,894,685
1477	7/15/1988	Die Hard	$28,000,000	$81,350,242	$139,109,346
1478	4/6/2001	Along Came a Spider	$28,000,000	$74,058,698	$105,159,085
1479	2/14/2013	Safe Haven	$28,000,000	$71,399,120	$93,943,623
1480	2/6/2004	Miracle	$28,000,000	$64,378,093	$64,474,705
1481	11/1/2013	Last Vegas	$28,000,000	$63,858,690	$112,858,690
1482	1/26/2001	The Wedding Planner	$28,000,000	$60,400,856	$94,728,529
1483	3/19/2004	Dawn of the Dead	$28,000,000	$58,990,765	$103,452,875
1484	6/26/1981	For Your Eyes Only	$28,000,000	$54,800,000	$195,300,000
1485	12/14/2001	The Royal Tenenbaums	$28,000,000	$52,353,636	$71,430,876
1486	4/25/2003	Identity	$28,000,000	$52,131,264	$82,183,683
1487	10/5/2001	Serendipity	$28,000,000	$50,255,310	$75,294,136
1488	4/16/2010	Kick-Ass	$28,000,000	$48,071,303	$97,527,535
1489	9/28/2001	Zoolander	$28,000,000	$45,172,250	$60,780,981
1490	9/16/1994	Timecop	$28,000,000	$44,853,581	$102,053,581
1491	7/27/2007	No Reservations	$28,000,000	$43,107,979	$91,665,799
1492	7/16/1993	Hocus Pocus	$28,000,000	$39,360,491	$39,360,491
1493	11/11/2005	Pride and Prejudice	$28,000,000	$38,372,662	$120,918,508
1494	8/12/2011	30 Minutes or Less	$28,000,000	$37,053,924	$40,966,716
1495	12/22/2000	Dracula 2000	$28,000,000	$33,000,377	$33,000,377
1496	6/25/1982	Blade Runner	$28,000,000	$32,656,328	$33,139,618
1497	4/7/1995	Rob Roy	$28,000,000	$31,390,587	$31,390,587
1498	8/16/2013	Kick-Ass 2	$28,000,000	$28,795,985	$60,124,611
1499	10/12/2007	We Own the Night	$28,000,000	$28,563,179	$54,700,285
1500	5/12/2006	Just My Luck	$28,000,000	$17,326,650	$38,159,905
1501	10/13/2000	Lost Souls	$28,000,000	$16,779,636	$31,320,293
1502	4/18/2003	Winged Migration	$28,000,000	$11,689,053	$33,189,053
1503	10/1/1999	Mystery, Alaska	$28,000,000	$8,891,623	$8,891,623
1504	8/24/2001	John Carpenter's Ghosts of Mars	$28,000,000	$8,434,601	$8,434,601
1505	7/11/1997	A Simple Wish	$28,000,000	$8,165,213	$8,165,213
1506	12/25/1997	Kundun	$28,000,000	$5,686,694	$5,686,694
1507	10/3/2008	How to Lose Friends & Alienate People	$28,000,000	$2,775,593	$12,031,443
1508	12/31/2007	Alatriste	$28,000,000	$0	$22,860,477
1509	6/1/2007	Knocked Up	$27,500,000	$148,761,765	$219,154,490
1510	6/10/1983	Octopussy	$27,500,000	$67,900,000	$187,500,000
1511	6/26/2009	My Sister's Keeper	$27,500,000	$49,200,230	$96,673,002
1512	2/8/2008	Welcome Home Roscoe Jenkins	$27,500,000	$42,436,517	$43,607,627
1513	1/13/2012	Joyful Noise	$27,500,000	$30,932,113	$31,157,914
1514	12/25/2006	Notes on a Scandal	$27,500,000	$17,510,118	$49,752,391
1515	10/19/2007	Rendition	$27,500,000	$9,736,045	$27,036,045
1516	10/28/2011	Anonymous	$27,500,000	$4,463,292	$15,815,509
1517	3/18/2011	Limitless	$27,000,000	$79,249,455	$169,739,455
1518	12/6/1991	Star Trek VI: The Undiscovered Country	$27,000,000	$74,888,996	$96,900,000
1519	6/7/2002	The Divine Secrets of the Ya-Ya Sisterhood	$27,000,000	$69,586,544	$73,826,768
1520	10/3/1997	Kiss the Girls	$27,000,000	$60,527,873	$60,527,873
1521	6/20/1980	The Blues Brothers	$27,000,000	$57,229,890	$57,229,890
1522	12/25/1994	The Jungle Book	$27,000,000	$44,342,956	$44,342,956
1523	8/6/2008	The Sisterhood of the Traveling Pants 2	$27,000,000	$44,089,964	$44,270,131
1524	5/17/2002	About a Boy	$27,000,000	$40,803,000	$129,949,664
1525	8/19/2011	Spy Kids: All the Time in the World	$27,000,000	$38,536,376	$80,681,183
1526	7/16/1999	Lake Placid	$27,000,000	$31,770,413	$31,770,413
1527	4/7/2006	Lucky Number Slevin	$27,000,000	$22,495,466	$55,495,466
1528	10/21/1983	The Right Stuff	$27,000,000	$21,500,000	$21,500,000
1529	7/20/1984	Die Unendliche Geschichte	$27,000,000	$21,300,000	$21,300,000
1530	2/27/1998	Dark City	$27,000,000	$14,435,076	$27,257,061
1531	10/1/2010	Case 39	$27,000,000	$13,261,851	$29,302,804
1532	6/10/2005	The Honeymooners	$27,000,000	$12,834,849	$13,174,426
1533	6/21/1985	Return to Oz	$27,000,000	$10,618,813	$10,618,813
1534	3/27/1998	The Newton Boys	$27,000,000	$10,341,093	$10,341,093
1535	8/27/2004	Suspect Zero	$27,000,000	$8,712,564	$8,712,564
1536	11/2/2007	The Martian Child	$27,000,000	$7,500,310	$9,352,089
1537	10/18/2002	Formula 51	$27,000,000	$5,204,007	$5,204,007
1538	11/24/1999	Flawless	$27,000,000	$4,485,485	$4,485,485
1539	5/13/2005	Mindhunters	$27,000,000	$4,476,235	$16,566,235
1540	10/17/2008	What Just Happened	$27,000,000	$1,090,947	$2,412,123
1541	12/12/2003	The Statement	$27,000,000	$765,637	$1,545,064
1542	12/31/2006	The Magic Flute	$27,000,000	$0	$0
1543	1/16/2009	Paul Blart: Mall Cop	$26,000,000	$146,336,178	$185,904,750
1544	8/6/2003	Freaky Friday	$26,000,000	$110,222,438	$160,822,438
1545	8/19/2005	The 40 Year-old Virgin	$26,000,000	$109,449,237	$177,360,047
1546	12/11/1998	Shakespeare in Love	$26,000,000	$100,317,794	$279,500,000
1547	12/21/1990	Kindergarten Cop	$26,000,000	$91,457,688	$202,000,000
1548	8/6/2008	The Pineapple Express	$26,000,000	$87,341,380	$101,549,277
1549	12/22/1993	Philadelphia	$26,000,000	$77,324,422	$201,324,422
1550	7/31/1998	Ever After: A Cinderella Story	$26,000,000	$65,705,772	$65,705,772
1551	8/10/1990	Flatliners	$26,000,000	$61,308,153	$61,308,153
1552	8/15/2003	Open Range	$26,000,000	$58,331,254	$68,613,992
1553	8/19/2005	Red Eye	$26,000,000	$57,891,803	$95,555,805
1554	12/9/2011	New Year's Eve	$26,000,000	$54,544,638	$143,663,899
1555	6/15/1977	A Bridge Too Far	$26,000,000	$50,800,000	$50,800,000
1556	4/26/2013	Pain & Gain	$26,000,000	$49,875,291	$81,275,291
1557	1/31/2003	Final Destination 2	$26,000,000	$46,896,664	$90,396,664
1558	12/22/2000	O Brother, Where Art Thou?	$26,000,000	$45,506,619	$75,763,814
1559	12/29/2004	In Good Company	$26,000,000	$45,489,752	$63,489,752
1560	1/22/2010	Legion	$26,000,000	$40,168,080	$68,854,097
1561	3/29/2002	Clockstoppers	$26,000,000	$36,985,501	$38,788,828
1562	7/10/1985	Silverado	$26,000,000	$33,200,000	$33,200,000
1563	12/4/2009	Brothers	$26,000,000	$28,544,157	$45,043,870
1564	3/12/2004	Agent Cody Banks 2: Destination London	$26,000,000	$23,514,247	$28,703,083
1565	8/3/2001	Original Sin	$26,000,000	$16,521,410	$16,521,410
1566	2/20/2004	Welcome to Mooseport	$26,000,000	$14,469,428	$14,469,428
1567	1/27/1995	Highlander III: The Sorcerer	$26,000,000	$13,738,574	$13,738,574
1568	8/24/2001	The Curse of the Jade Scorpion	$26,000,000	$7,496,522	$18,496,522
1569	10/18/2013	The Fifth Estate	$26,000,000	$3,254,172	$6,154,172
1570	2/21/1997	Blood and Wine	$26,000,000	$1,083,350	$1,083,350
1571	5/17/1996	Flipper	$25,530,000	$20,080,020	$30,593,313
1572	8/31/2005	The Constant Gardener	$25,500,000	$33,579,798	$81,079,798
1573	10/17/2008	W.	$25,100,000	$25,534,493	$28,575,778
1574	2/25/2004	The Passion of the Christ	$25,000,000	$370,782,930	$622,420,667
1575	11/24/1993	Mrs. Doubtfire	$25,000,000	$219,195,051	$441,286,003
1576	12/16/1988	Rain Man	$25,000,000	$172,825,435	$412,800,000
1577	8/10/2011	The Help	$25,000,000	$169,705,587	$213,120,004
1578	12/12/2008	Gran Torino	$25,000,000	$148,095,302	$274,543,085
1579	1/30/2009	Taken	$25,000,000	$145,000,989	$226,941,585
1580	11/25/1992	The Bodyguard	$25,000,000	$121,945,720	$410,900,000
1581	1/17/2014	Ride Along	$25,000,000	$105,166,590	$107,713,720
1582	12/15/1993	Schindler's List	$25,000,000	$96,067,179	$321,365,567
1583	7/2/2003	Legally Blonde 2: Red, White & Blonde	$25,000,000	$90,639,088	$125,339,088
1584	3/26/2004	Scooby-Doo 2: Monsters Unleashed	$25,000,000	$84,185,387	$181,185,387
1585	7/9/2004	Anchorman: The Legend of Ron Burgundy	$25,000,000	$84,136,909	$89,366,354
1586	8/15/2003	Freddy vs. Jason	$25,000,000	$82,622,655	$114,576,403
1587	2/16/2007	Bridge to Terabithia	$25,000,000	$82,234,139	$137,984,788
1588	12/21/2001	Jimmy Neutron: Boy Genius	$25,000,000	$80,936,232	$102,992,536
1589	1/18/2008	Cloverfield	$25,000,000	$80,048,433	$170,764,033
1590	2/5/2010	Dear John	$25,000,000	$80,014,842	$111,362,410
1591	3/22/1991	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	$25,000,000	$78,656,813	$78,656,813
1592	12/25/2012	Parental Guidance	$25,000,000	$77,267,296	$120,168,633
1593	6/3/1987	The Untouchables	$25,000,000	$76,270,454	$76,270,454
1594	11/9/2007	No Country for Old Men	$25,000,000	$74,273,505	$164,051,250
1595	4/13/2001	Bridget Jones's Diary	$25,000,000	$71,500,556	$281,527,158
1596	12/15/2000	Chocolat	$25,000,000	$71,309,760	$152,500,343
1597	1/21/2011	No Strings Attached	$25,000,000	$70,662,220	$149,228,078
1598	1/13/2012	Contraband	$25,000,000	$66,528,000	$98,406,855
1599	12/25/1993	Tombstone	$25,000,000	$56,505,065	$56,505,065
1600	3/22/2000	Romeo Must Die	$25,000,000	$55,973,336	$91,036,760
1601	6/6/2006	The Omen	$25,000,000	$54,607,383	$119,496,456
1602	2/10/2006	Final Destination 3	$25,000,000	$54,098,051	$112,798,051
1603	11/12/2004	Finding Neverland	$25,000,000	$51,676,606	$115,036,108
1604	1/27/2012	The Grey	$25,000,000	$51,580,136	$84,339,696
1605	1/28/2005	Hide and Seek	$25,000,000	$51,100,486	$123,100,486
1606	8/22/2008	The House Bunny	$25,000,000	$48,237,389	$70,237,389
1607	3/14/2003	Agent Cody Banks	$25,000,000	$47,545,060	$58,240,458
1608	1/27/2006	Nanny McPhee	$25,000,000	$47,279,279	$128,745,578
1609	9/19/1990	Goodfellas	$25,000,000	$46,743,809	$46,743,809
1610	12/9/1983	Scarface	$25,000,000	$44,942,821	$44,942,821
1611	7/18/1997	Nothing To Lose	$25,000,000	$44,480,039	$64,594,061
1612	11/20/1987	The Last Emperor	$25,000,000	$43,984,000	$43,984,000
1613	12/27/2002	The Hours	$25,000,000	$41,675,994	$97,030,468
1614	8/22/1997	Money Talks	$25,000,000	$41,076,865	$41,076,865
1615	12/26/2007	There Will Be Blood	$25,000,000	$40,222,514	$77,208,711
1616	12/20/2002	The Wild Thornberrys	$25,000,000	$40,108,697	$60,694,737
1617	6/13/2003	Rugrats Go Wild	$25,000,000	$39,402,572	$55,443,032
1618	6/1/2005	Sisterhood of the Traveling Pants	$25,000,000	$39,053,061	$41,560,117
1619	5/31/2002	Undercover Brother	$25,000,000	$38,230,435	$38,230,435
1620	7/6/2001	Kiss of the Dragon	$25,000,000	$36,833,473	$36,833,473
1621	3/30/2005	Beauty Shop	$25,000,000	$36,351,350	$38,351,350
1622	4/4/2003	What a Girl Wants	$25,000,000	$35,990,505	$35,990,505
