Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Se7en,30000000,100125643,1995,9,22,Seven (Se7en),95.0,84.0,130.0,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,tt0114369,65.0,English,David Fincher,"Crime, Mystery, Thriller",8.7,672372.0,0,1,0,4
Mystic River,30000000,90135191,2003,10,8,Mystic River,89.0,87.0,137.0,Sean Penn,Kevin Bacon,Tim Robbins,tt0327056,84.0,English,Clint Eastwood,"Crime, Drama, Mystery",8.0,271463.0,0,1,0,2
Pokemon: The First Movie,30000000,85744662,1999,11,10,Pokemon the First Movie - Mewtwo vs. Mew,61.0,14.0,81.0,Veronica Taylor,Rachael Lillis,Addie Blaustein,tt0190641,35.0,"English, Japanese","Kunihiko Yuyama, Michael Haigney","Animation, Action, Adventure",5.5,21634.0,1,0,1,2
Up in the Air,30000000,83823381,2009,12,4,Up in the Air,79.0,91.0,109.0,George Clooney,Vera Farmiga,Anna Kendrick,tt1193138,83.0,English,Jason Reitman,"Drama, Romance",7.5,215961.0,0,1,0,4
Rugrats in Paris,30000000,76501438,2000,11,17,Rugrats in Paris - The Movie,55.0,75.0,85.0,Elizabeth Daily,Christine Cavanaugh,Michael Patrick Bell,tt0213203,62.0,English,"Stig Bergqvist, Paul Demeyer","Animation, Adventure, Comedy",6.0,5749.0,1,0,0,4
Warm Bodies,30000000,66380662,2013,2,1,Warm Bodies,74.0,80.0,97.0,Nicholas Hoult,Teresa Palmer,Rob Corddry,tt1588173,59.0,English,Jonathan Levine,"Comedy, Horror, Romance",7.0,126368.0,1,0,0,4
About Schmidt,30000000,65005217,2002,12,13,About Schmidt,74.0,85.0,124.0,Jack Nicholson,Hope Davis,Dermot Mulroney,tt0257360,85.0,English,Alexander Payne,"Comedy, Drama",7.2,91837.0,0,1,0,4
Down to Earth,30000000,64172251,2001,2,16,Down to Earth,42.0,20.0,87.0,Chris Rock,Regina King,Chazz Palminteri,tt0231775,32.0,English,"Chris Weitz, Paul Weitz","Comedy, Fantasy",5.4,16548.0,1,0,0,4
Babe,30000000,63658910,1995,8,4,Babe,66.0,97.0,91.0,James Cromwell,Magda Szubanski,Christine Cavanaugh,tt0112431,83.0,English,Chris Noonan,"Drama, Family",6.9,75548.0,1,0,0,4
Forgetting Sarah Marshall,30000000,63172463,2008,4,18,Forgetting Sarah Marshall,76.0,84.0,118.0,Jason Segel,Kristen Bell,Mila Kunis,tt0800039,67.0,"English, Hawaiian, German, Japanese",Nicholas Stoller,"Comedy, Drama, Romance",7.3,171505.0,0,1,0,4
Friday Night Lights,30000000,61255921,2004,10,8,Friday Night Lights,86.0,81.0,117.0,Billy Bob Thornton,Derek Luke,Jay Hernandez,tt0390022,70.0,English,Peter Berg,"Action, Drama, Sport",7.3,36364.0,1,0,0,4
Baby Mama,30000000,60494212,2008,4,25,Baby Mama,56.0,63.0,99.0,Tina Fey,Amy Poehler,Greg Kinnear,tt0871426,55.0,English,Michael McCullers,"Comedy, Romance",6.1,27877.0,1,0,0,4
Hope Floats,30000000,60110313,1998,5,29,Hope Floats,74.0,24.0,114.0,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,tt0119313,42.0,English,Forest Whitaker,"Drama, Romance",5.8,15158.0,1,0,0,4
Bride Wars,30000000,58715510,2009,1,9,Bride Wars,52.0,10.0,89.0,Kate Hudson,Anne Hathaway,Bryan Greenberg,tt0901476,24.0,English,Gary Winick,"Comedy, Romance",5.3,53353.0,1,0,0,4
Without a Paddle,30000000,58156435,2004,8,20,Without A Paddle,69.0,14.0,95.0,Seth Green,Matthew Lillard,Dax Shepard,tt0364751,29.0,English,Steven Brill,"Adventure, Comedy, Mystery",5.9,31203.0,1,0,0,4
13 Going On 30,30000000,57139723,2004,4,23,13 Going on 30,71.0,64.0,98.0,Jennifer Garner,Mark Ruffalo,Judy Greer,tt0337563,57.0,"English, Portuguese",Gary Winick,"Comedy, Fantasy, Romance",6.1,84742.0,1,0,0,4
Midnight in Paris,30000000,56816662,2011,5,20,Midnight in Paris,82.0,93.0,94.0,Owen Wilson,Marion Cotillard,Rachel McAdams,tt1605783,81.0,"English, French, Spanish, German",Woody Allen,"Comedy, Fantasy, Romance",7.7,215117.0,1,0,0,4
Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,2005,10,5,Wallace & Gromit: The Curse of the Were-Rabbit,79.0,95.0,94.0,Peter Sallis,Ralph Fiennes,Helena Bonham Carter,tt0312004,87.0,English,"Steve Box, Nick Park","Animation, Comedy, Family",7.6,77032.0,1,0,0,2
Letters to Juliet,30000000,53032453,2010,5,14,Letters to Juliet,62.0,40.0,105.0,Amanda Seyfried,Vanessa Redgrave,Chris Egan,tt0892318,50.0,"English, Italian, Spanish",Gary Winick,"Comedy, Drama, Romance",6.5,49029.0,1,0,0,4
Blow,30000000,52990775,2001,4,6,Blow,87.0,55.0,123.0,Johnny Depp,Penelope Cruz,Franka Potente,tt0221027,52.0,English,Ted Demme,"Biography, Crime, Drama",7.6,154340.0,0,1,0,4
Message in a Bottle,30000000,52880016,1999,2,12,Message in a Bottle,67.0,32.0,126.0,Kevin Costner,Robin Wright,Paul Newman,tt0139462,39.0,English,Luis Mandoki,"Drama, Romance",6.0,23168.0,1,0,0,4
Star Trek V: The Final Frontier,30000000,52210049,1989,6,9,Star Trek V - The Final Frontier,25.0,21.0,106.0,William Shatner,Leonard Nimoy,DeForest Kelley,tt0098382,43.0,"English, Klingon",William Shatner,"Action, Adventure, Sci-Fi",5.3,34028.0,1,0,0,4
Like Mike,30000000,51432423,2002,7,3,Like Mike,52.0,57.0,99.0,Lil Bow Wow,Morris Chestnut,Jonathan Lipnicki,tt0308506,47.0,English,John Schultz,"Comedy, Family, Fantasy",4.9,11273.0,1,0,1,2
Atonement,30000000,50980159,2007,12,7,Atonement,79.0,83.0,123.0,James McAvoy,Keira Knightley,Romola Garai,tt0783233,85.0,"English, French",Joe Wright,"Drama, Mystery, Romance",7.8,150887.0,0,1,0,4
Racing Stripes,30000000,49772522,2005,1,14,Racing Stripes,44.0,35.0,101.0,Hayden Panettiere,Bruce Greenwood,M. Emmet Walsh,tt0376105,43.0,English,Frederik Du Chau,"Adventure, Comedy, Drama",5.2,9574.0,1,0,0,4
The Three Stooges,30000000,44338224,2012,4,13,The Three Stooges,48.0,52.0,92.0,Sean Hayes,Will Sasso,Chris Diamantopoulos,tt0383010,56.0,English,"Bobby Farrelly, Peter Farrelly",Comedy,5.1,20912.0,1,0,0,4
Pokemon 2000,30000000,43746923,2000,7,21,Pokemon the First Movie - Mewtwo vs. Mew,61.0,14.0,81.0,Veronica Taylor,Rachael Lillis,Addie Blaustein,tt0190641,35.0,"English, Japanese","Kunihiko Yuyama, Michael Haigney","Animation, Action, Adventure",5.5,21634.0,1,0,0,4
Step Up 3D,30000000,42400223,2010,8,6,Step Up 3-D,64.0,46.0,97.0,Rick Malambri,Adam G. Sevani,Sharni Vinson,tt1193631,45.0,English,Jon M. Chu,"Drama, Music, Romance",6.1,33072.0,1,0,0,4
Drag Me To Hell,30000000,42100625,2009,5,29,Drag Me to Hell,62.0,92.0,99.0,Alison Lohman,Justin Long,Lorna Raver,tt1127180,83.0,"English, Spanish, Hungarian, Czech",Sam Raimi,"Horror, Thriller",6.7,125286.0,1,0,0,4
The Cabin in the Woods,30000000,42073277,2012,4,13,The Cabin in the Woods,73.0,92.0,95.0,Kristen Connolly,Chris Hemsworth,Anna Hutchison,tt1259521,72.0,"English, Japanese",Drew Goddard,"Horror, Mystery, Thriller",7.1,192893.0,0,1,0,4
Secondhand Lions,30000000,42070939,2003,9,19,Secondhand Lions,84.0,59.0,107.0,Michael Caine,Robert Duvall,Haley Joel Osment,tt0327137,52.0,English,Tim McCanlies,"Comedy, Drama, Family",7.6,35406.0,1,0,0,4
Stranger Than Fiction,30000000,40435190,2006,11,10,Stranger Than Fiction,85.0,72.0,113.0,Will Ferrell,Maggie Gyllenhaal,Dustin Hoffman,tt0420223,67.0,English,Marc Forster,"Comedy, Drama, Fantasy",7.7,156828.0,1,0,1,4
Hanna,30000000,40259119,2011,4,8,Hanna,66.0,72.0,111.0,Saoirse Ronan,Eric Bana,Tom Hollander,tt0993842,65.0,"English, French, German, Italian, Arabic, Spanish",Joe Wright,"Action, Adventure, Thriller",6.8,129632.0,1,0,0,4
30 Days of Night,30000000,39568996,2007,10,19,30 Days of Night,56.0,51.0,113.0,Josh Hartnett,Melissa George,Danny Huston,tt0389722,53.0,English,David Slade,"Horror, Thriller",6.6,113026.0,0,1,0,4
Little Shop of Horrors,30000000,38747385,1986,12,19,Little Shop of Horrors,79.0,90.0,94.0,Rick Moranis,Ellen Greene,Vincent Gardenia,tt0091419,81.0,English,Frank Oz,"Comedy, Horror, Musical",6.9,38358.0,1,0,0,4
Gridiron Gang,30000000,38432823,2006,9,15,Gridiron Gang,82.0,42.0,120.0,"Dwayne ""The Rock"" Johnson",Jade Yorker,Xzibit,tt0421206,52.0,English,Phil Joanou,"Crime, Drama, Sport",6.9,24899.0,1,0,0,4
Midnight Run,30000000,38413606,1988,7,20,Midnight Run,87.0,95.0,127.0,Robert De Niro,Charles Grodin,Yaphet Kotto,tt0095631,78.0,English,Martin Brest,"Action, Comedy, Crime",7.6,43993.0,0,1,0,2
Meet the Spartans,30000000,38233676,2008,1,25,Meet the Spartans,25.0,2.0,84.0,Sean MaGuire,Carmen Electra,Ken Davitian,tt1073498,9.0,English,"Jason Friedberg, Aaron Seltzer","Comedy, War",2.6,76531.0,1,0,0,4
Mortal Kombat: Annihilation,30000000,35927406,1997,11,21,Mortal Kombat: Annihilation,25.0,6.0,94.0,Robin Shou,Talisa Soto,James Remar,tt0119707,11.0,English,John R. Leonetti,"Action, Adventure, Fantasy",3.6,29076.0,1,0,0,4
Carrie,30000000,35266619,2013,10,18,Carrie,47.0,48.0,99.0,Chloe Grace Moretz,Judy Greer,Portia Doubleday,tt1939659,53.0,English,Kimberly Peirce,"Drama, Horror",6.1,52188.0,0,1,0,4
Take the Lead,30000000,34742066,2006,4,1,Take the Lead,77.0,44.0,108.0,Antonio Banderas,Rob Brown (VI),Lauren Collins,tt0446046,55.0,English,Liz Friedlander,"Drama, Music",6.6,18103.0,1,0,0,5
Love and Other Drugs,30000000,32367005,2010,11,24,Love and Other Drugs,53.0,49.0,112.0,Jake Gyllenhaal,Anne Hathaway,Oliver Platt,tt0758752,55.0,English,Edward Zwick,"Comedy, Drama, Romance",6.6,102371.0,0,1,1,2
What's the Worst That Could Happen?,30000000,32267774,2001,6,1,What's the Worst That Could Happen?,36.0,10.0,97.0,Martin Lawrence,Danny DeVito,John Leguizamo,tt0161083,37.0,"English, American Sign Language",Sam Weisman,"Comedy, Crime",5.4,10521.0,1,0,0,4
Side Effects,30000000,32172757,2013,2,8,Side Effects,71.0,83.0,106.0,Rooney Mara,Channing Tatum,Jude Law,tt2053463,75.0,"English, French",Steven Soderbergh,"Crime, Drama, Thriller",7.1,98448.0,0,1,0,4
9,30000000,31749894,2009,9,9,Nine,37.0,37.0,113.0,Daniel Day-Lewis,Marion Cotillard,Penelope Cruz,tt0875034,49.0,"English, Italian, French",Rob Marshall,"Drama, Musical, Romance",5.9,32412.0,1,0,1,2
The Prince & Me,30000000,28165882,2004,4,2,The Prince and Me,59.0,28.0,110.0,Julia Stiles,Luke Mably,Ben Miller,tt0337697,47.0,"English, Danish, German",Martha Coolidge,"Comedy, Romance",5.9,23320.0,1,0,0,4
Winnie the Pooh,30000000,26692846,2011,7,15,Winnie the Pooh,80.0,90.0,73.0,Jim Cummings,Craig Ferguson,Tom Kenny,tt1449283,74.0,English,"Stephen J. Anderson, Don Hall","Animation, Adventure, Comedy",7.3,11833.0,1,0,0,4
Bulworth,30000000,26528684,1998,5,15,Bulworth,68.0,75.0,107.0,Warren Beatty,Halle Berry,Don Cheadle,tt0118798,75.0,English,Warren Beatty,"Comedy, Drama, Romance",6.9,19743.0,0,1,0,4
Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,2003,6,13,Dumb and Dumberer: When Harry Met Lloyd,24.0,10.0,96.0,Eric Christian Olsen,Derek Richardson,Rachel Nichols,tt0329028,19.0,English,Troy Miller,Comedy,3.4,24108.0,1,0,0,4
Virtuosity,30000000,23998226,1995,8,4,Virtuosity,33.0,33.0,105.0,Denzel Washington,Kelly Lynch,Russell Crowe,tt0114857,39.0,English,Brett Leonard,"Action, Crime, Sci-Fi",5.5,19791.0,0,1,0,4
One True Thing,30000000,23337196,1998,9,18,One True Thing,71.0,89.0,128.0,Meryl Streep,Renee Zellweger,William Hurt,tt0120776,63.0,"English, Portuguese",Carl Franklin,Drama,7.0,7989.0,0,1,0,4
Mr. 3000,30000000,21800302,2004,9,17,Mr. & Mrs. Smith,58.0,59.0,92.0,Brad Pitt,Angelina Jolie,Vince Vaughn,tt0356910,55.0,"English, Spanish",Doug Liman,"Action, Comedy, Crime",6.4,233047.0,1,0,0,4
The Next Three Days,30000000,21148651,2010,11,19,The Next Three Days,66.0,52.0,133.0,Russell Crowe,Elizabeth Banks,Liam Neeson,tt1458175,52.0,English,Paul Haggis,"Crime, Drama, Romance",7.4,111853.0,1,0,0,4
Little Black Book,30000000,20422207,2004,8,6,Little Black Book,38.0,21.0,107.0,Brittany Murphy,Holly Hunter,Kathy Bates,tt0361841,36.0,English,Nick Hurran,"Comedy, Romance, Drama",5.2,12789.0,1,0,0,4
Assault On Precinct 13,30000000,20040895,2005,1,19,Assault on Precinct 13,48.0,60.0,108.0,Ethan Hawke,Laurence Fishburne,Drea de Matteo,tt0398712,54.0,"English, Serbian",Jean-François Richet,"Action, Drama, Crime",6.3,58480.0,0,1,1,2
Igor,30000000,19528602,2008,9,19,Igor,38.0,36.0,86.0,John Cusack,Steve Buscemi,John Cleese,tt0465502,40.0,English,Anthony Leondis,"Animation, Comedy, Family",6.1,16720.0,1,0,0,4
Runner Runner,30000000,19316646,2013,10,4,Runner Runner,34.0,9.0,91.0,Justin Timberlake,Gemma Arterton,Anthony Mackie,tt2364841,36.0,English,Brad Furman,"Crime, Drama, Thriller",5.6,26663.0,0,1,0,4
The Replacement Killers,30000000,19035741,1998,2,6,The Replacement Killers,48.0,36.0,87.0,Yun-Fat Chow,Mira Sorvino,Michael Rooker,tt0120008,42.0,"English, Cantonese",Antoine Fuqua,"Action, Crime, Drama",6.1,20693.0,0,1,0,4
Ultraviolet,30000000,18522064,2006,3,3,Ultraviolet,30.0,9.0,88.0,Milla Jovovich,Cameron Bright,Nick Chinlund,tt0370032,18.0,"English, Vietnamese",Kurt Wimmer,"Action, Sci-Fi",4.4,61047.0,1,0,0,4
North Country,30000000,18324242,2005,10,21,North Country,76.0,68.0,127.0,Charlize Theron,Frances McDormand,Sean Bean,tt0395972,68.0,English,Niki Caro,Drama,7.2,27353.0,0,1,0,4
Fright Night,30000000,18298649,2011,8,19,Fright Night,59.0,72.0,101.0,Anton Yelchin,Colin Farrell,Toni Collette,tt1438176,64.0,English,Craig Gillespie,"Comedy, Horror",6.4,68631.0,0,1,0,4
Eight Legged Freaks,30000000,17266505,2002,7,17,Eight Legged Freaks,32.0,48.0,99.0,David Arquette,Kari Wuhrer,Scott Terra,tt0271367,53.0,English,Ellory Elkayem,"Action, Comedy, Horror",5.4,36040.0,1,0,0,2
Splice,30000000,17010170,2010,6,4,Splice,37.0,74.0,100.0,Adrien Brody,Sarah Polley,Delphine Chaneac,tt1017460,66.0,"English, French",Vincenzo Natali,"Horror, Sci-Fi",5.8,65736.0,0,1,1,4
88 Minutes,30000000,16930884,2008,4,18,88 Minutes,44.0,5.0,107.0,Al Pacino,Alicia Witt,Leelee Sobieski,tt0411061,17.0,English,Jon Avnet,"Drama, Mystery, Thriller",5.9,55850.0,0,1,0,4
The Whole Ten Yards,30000000,16323969,2004,4,9,The Whole Ten Yards,41.0,4.0,99.0,Bruce Willis,Matthew Perry,Amanda Peet,tt0327247,24.0,"English, Hungarian, Hebrew",Howard Deutch,"Comedy, Crime, Thriller",5.4,38423.0,1,0,0,4
Pride and Glory,30000000,15740721,2008,10,24,Pride and Glory,50.0,35.0,130.0,Edward Norton,Colin Farrell,Jon Voight,tt0482572,45.0,"English, Spanish",Gavin O'Connor,"Crime, Drama, Thriller",6.7,45864.0,0,1,0,4
The Cave,30000000,15007991,2005,8,26,The Cave,28.0,11.0,97.0,Cole Hauser,Morris Chestnut,Eddie Cibrian,tt0402901,30.0,"English, Romanian",Bruce Hunt,"Action, Adventure, Horror",5.0,23691.0,1,0,0,4
Godsend,30000000,14334645,2004,4,30,Godsend,21.0,4.0,102.0,Greg Kinnear,Rebecca Romijn,Robert De Niro,tt0335121,24.0,English,Nick Hamm,"Drama, Horror, Sci-Fi",4.8,20311.0,1,0,0,4
Wicker Park,30000000,13001257,2004,9,3,Wicker Park,80.0,24.0,114.0,Josh Hartnett,Matthew Lillard,Diane Kruger,tt0324554,40.0,English,Paul McGuigan,"Drama, Mystery, Romance",7.0,37396.0,1,0,0,4
The New World,30000000,12712093,2005,12,25,The New World,58.0,62.0,150.0,Colin Farrell,Q'Orianka Kilcher,Christopher Plummer,tt0402399,69.0,"English, Algonquin",Terrence Malick,"Biography, Drama, History",6.7,58823.0,1,0,1,6
The Last Stand,30000000,12050299,2013,1,18,The Last Stand,55.0,60.0,107.0,Arnold Schwarzenegger,Peter Stormare,Forest Whitaker,tt1549920,54.0,English,Kim Jee-woon,"Action, Crime, Thriller",6.4,81139.0,0,1,0,4
Wing Commander,30000000,11578022,1999,3,12,Wing Commander,25.0,10.0,100.0,Freddie Prinze Jr.,Saffron Burrows,Matthew Lillard,tt0131646,21.0,English,Chris Roberts,"Action, Adventure, Sci-Fi",4.0,12955.0,1,0,0,4
Antitrust,30000000,10965209,2001,1,12,Antitrust,51.0,24.0,110.0,Ryan Phillippe,Rachael Leigh Cook,Claire Forlani,tt0218817,31.0,English,Peter Howitt,"Crime, Drama, Thriller",6.1,23102.0,1,0,0,4
Hoodwinked Too: Hood vs. Evil,30000000,10143779,2011,4,29,Hoodwinked Too! Hood vs Evil,35.0,11.0,86.0,Hayden Panettiere,Patrick Warburton,David Ogden Stiers,tt0844993,20.0,English,Mike Disa,"Animation, Comedy, Family",4.8,7710.0,1,0,0,4
Dragonball Evolution,30000000,9362785,2009,4,8,Dragonball Evolution,20.0,14.0,85.0,Justin Chatwin,James Marsters,Jamie Chung,tt1098327,45.0,"English, Japanese, Hindi",James Wong,"Action, Adventure, Fantasy",2.9,43276.0,1,0,0,2
First Daughter,30000000,9055010,2004,9,24,First Daughter,43.0,8.0,105.0,Katie Holmes,Marc Blucas,Amerie Rogers,tt0361620,31.0,"English, French",Forest Whitaker,"Comedy, Drama, Romance",4.9,13592.0,1,0,0,4
An Unfinished Life,30000000,8535575,2005,9,9,An Unfinished Life,69.0,53.0,107.0,Robert Redford,Jennifer Lopez,Morgan Freeman,tt0350261,49.0,English,Lasse Hallström,Drama,7.1,19420.0,1,0,0,4
The Imaginarium of Doctor Parnassus,30000000,7689607,2009,12,25,The Imaginarium of Doctor Parnassus,60.0,64.0,123.0,Heath Ledger,Christopher Plummer,Tom Waits,tt1054606,65.0,"English, Russian, French",Terry Gilliam,"Adventure, Fantasy, Mystery",6.9,103040.0,1,0,1,4
Barney's Version,30000000,7502560,2010,12,17,Barney's Version,79.0,80.0,132.0,Paul Giamatti,Dustin Hoffman,Rosamund Pike,tt1423894,67.0,English,Richard J. Lewis,"Comedy, Drama",7.3,17591.0,0,1,0,4
Trapped,30000000,6916869,2002,9,20,Trapped,49.0,18.0,101.0,Charlize Theron,Courtney Love,Stuart Townsend,tt0280380,42.0,English,Luis Mandoki,"Crime, Drama, Thriller",6.2,16689.0,0,1,0,4
Gloria,30000000,4167493,1999,1,22,Gloria,32.0,17.0,110.0,Sharon Stone,Jeremy Northam,Cathy Moriarty,tt0120683,26.0,English,Sidney Lumet,"Crime, Drama, Thriller",5.0,3799.0,0,1,0,4
The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,2007,9,21,The Assassination of Jesse James by the Coward Robert Ford,75.0,76.0,159.0,Brad Pitt,Casey Affleck,Sam Shepard,tt0443680,68.0,"English, Danish",Andrew Dominik,"Biography, Crime, Drama",7.6,111547.0,0,1,0,4
The Merchant of Venice,30000000,3765585,2004,12,29,William Shakespeare's The Merchant of Venice,72.0,72.0,138.0,Al Pacino,Jeremy Irons,Joseph Fiennes,tt0379889,63.0,English,Michael Radford,"Drama, Romance",7.1,25050.0,0,1,0,2
The Good Thief,30000000,3517797,2003,4,2,The Good Thief,63.0,77.0,108.0,Nick Nolte,Nutsa Kukhianidze,Tcheky Karyo,tt0281820,68.0,English,Neil Jordan,"Crime, Drama, Thriller",6.6,8165.0,0,1,0,2
Supercross,30000000,3102550,2005,8,17,Supercross,62.0,6.0,81.0,Steve Howey,Mike Vogel,Cameron Richardson,tt0403016,26.0,English,Steve Boyum,"Action, Drama, Romance",3.8,3466.0,1,0,0,2
Miss Potter,30000000,3005605,2006,12,29,Miss Potter,68.0,66.0,92.0,Renee Zellweger,Ewan McGregor,Emily Watson,tt0482546,57.0,English,Chris Noonan,"Biography, Drama",7.0,19960.0,1,0,0,4
Walk the Line,29000000,119519402,2005,11,18,Walk the Line,90.0,82.0,94.0,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,tt0358273,72.0,"English, Russian",James Mangold,"Biography, Drama, Music",7.9,154607.0,1,0,0,4
Once Upon a Time in Mexico,29000000,56330657,2003,9,12,Once Upon a Time in Mexico,65.0,69.0,97.0,Antonio Banderas,Salma Hayek,Johnny Depp,tt0285823,56.0,"English, Spanish",Robert Rodriguez,"Action, Thriller",6.4,105305.0,0,1,0,4
Keeping the Faith,29000000,37036404,2000,4,14,Keeping the Faith,60.0,69.0,127.0,Edward Norton,Ben Stiller,Jenna Elfman,tt0171433,60.0,"English, Hebrew, Spanish",Edward Norton,"Comedy, Drama, Romance",6.5,39905.0,1,0,0,4
