Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Shattered Glass,6000000,2207975,2003,10,31,Shattered Glass,79.0,91.0,95.0,Hayden Christensen,Peter Sarsgaard,Chloe Sevigny,tt0323944,73.0,English,Billy Ray,"Drama, History",7.3,25339.0,1,0,0,4
Novocaine,6000000,2025238,2001,11,16,Novocaine,39.0,38.0,94.0,Steve Martin,Helena Bonham Carter,Laura Dern,tt0234354,45.0,"English, French",David Atkins,"Comedy, Crime, Drama",5.8,8533.0,0,1,0,4
Snow Flower and the Secret Fan,6000000,1348205,2011,7,15,Snow Flower And The Secret Fan,48.0,21.0,104.0,Gianna Jun,Bingbing Li,Vivian Wu,tt1541995,42.0,"English, Chinese",Wayne Wang,"Drama, History",6.0,2382.0,1,0,0,4
The Business of Strangers,6000000,1030920,2001,12,7,The Business of Strangers,52.0,80.0,84.0,Stockard Channing,Julia Stiles,Frederick Weller,tt0270259,67.0,English,Patrick Stettner,"Drama, Thriller",6.4,3264.0,0,1,0,4
Videodrome,5952000,2120439,1983,2,4,Videodrome,81.0,80.0,89.0,James Woods,Sonja Smits,Deborah Harry,tt0086541,60.0,English,David Cronenberg,"Horror, Sci-Fi",7.3,43985.0,0,1,0,4
L'auberge espagnole,5900000,3895664,2003,5,16,L'Auberge Espagnole (Pot Luck)(Euro Pudding)(The Spanish Apartment),87.0,77.0,115.0,Romain Duris,Cecile De France,Judith Godreche,tt0283900,65.0,"French, Spanish, English, Catalan, Danish, German, Italian",Cédric Klapisch,"Comedy, Drama",7.3,27918.0,0,1,0,4
Tom yum goong,5700000,12044087,2006,9,8,The Protector (Tom yum goong) (Warrior King),76.0,54.0,109.0,Tony Jaa,Petchtai Wongkamlao,Bongkoj Khongmalai,tt0427954,52.0,"Thai, English, Mandarin, Vietnamese",Prachya Pinkaew,"Action, Crime, Drama",7.1,24277.0,0,1,0,4
Bend it Like Beckham,5600000,32543449,2003,3,12,Bend It Like Beckham,73.0,85.0,112.0,Parminder Nagra,Keira Knightley,Shaznay Lewis,tt0286499,66.0,"English, Panjabi, Hindi, German",Gurinder Chadha,"Comedy, Drama, Romance",6.7,72832.0,1,0,0,2
Crossover,5600000,7009668,2006,9,1,Crossover,59.0,2.0,95.0,Anthony Mackie,Wesley Jonathan,Wayne Brady,tt0473024,30.0,English,Preston A. Whitmore II,"Action, Sport",2.0,8350.0,1,0,0,4
Sunshine State,5600000,3064356,2002,6,21,Sunshine State,56.0,80.0,141.0,Edie Falco,Angela Bassett,Jane Alexander,tt0286179,69.0,English,John Sayles,"Drama, Romance",6.9,3238.0,1,0,0,4
Diary of a Mad Black Woman,5500000,50406346,2005,2,25,Diary of a Mad Black Woman,87.0,16.0,103.0,Kimberly Elise,Steve Harris,Shemar Moore,tt0422093,36.0,English,Darren Grant,"Comedy, Drama, Romance",5.5,8850.0,1,0,0,4
Shine,5500000,35811509,1996,11,22,Shine,90.0,91.0,105.0,Armin Mueller-Stahl,Noah Taylor,Geoffrey Rush,tt0117631,87.0,"English, Yiddish",Scott Hicks,"Biography, Drama, Music",7.7,36159.0,1,0,0,4
Don Jon,5500000,24477704,2013,9,27,Don Jon,62.0,81.0,90.0,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,tt2229499,66.0,English,Joseph Gordon-Levitt,"Comedy, Drama, Romance",6.8,96530.0,0,1,0,4
Ghost World,5500000,6217849,2001,7,20,Ghost World,84.0,93.0,111.0,Thora Birch,Steve Buscemi,Scarlett Johansson,tt0162346,88.0,English,Terry Zwigoff,"Comedy, Drama",7.5,78895.0,0,1,0,4
Iris,5500000,5580479,2001,12,14,Iris,74.0,79.0,90.0,Judi Dench,Kate Winslet,Jim Broadbent,tt0280778,76.0,English,Richard Eyre,"Biography, Drama, Romance",7.1,12755.0,0,1,0,4
Les Choristes,5500000,3629758,2004,11,26,The Chorus (Les Choristes),92.0,68.0,95.0,Gerard Jugnot,Francois Berleand,Kad Merad,tt0372824,56.0,French,Christophe Barratier,"Drama, Music",7.9,33430.0,1,0,1,4
Wonderland,5500000,1060512,2003,10,3,Wonderland,67.0,34.0,104.0,Val Kilmer,Kate Bosworth,Lisa Kudrow,tt0335563,43.0,English,James Cox,"Crime, Drama, Mystery",6.6,16951.0,0,1,0,4
Somewhere in Time,5100000,9709597,1980,10,3,Somewhere in Time,89.0,59.0,104.0,Christopher Reeve,Jane Seymour,Christopher Plummer,tt0081534,29.0,English,Jeannot Szwarc,"Drama, Fantasy, Romance",7.3,16474.0,1,0,0,4
My Big Fat Greek Wedding,5000000,241438208,2002,4,19,My Big Fat Greek Wedding,73.0,76.0,95.0,Nia Vardalos,John Corbett,Michael Constantine,tt0259446,62.0,"English, Greek",Joel Zwick,"Comedy, Romance",6.6,81923.0,1,0,0,4
Saw II,5000000,87025093,2005,10,28,Saw II,59.0,36.0,92.0,Donnie Wahlberg,Tobin Bell,Shawnee Smith,tt0432348,40.0,English,Darren Lynn Bousman,Horror,6.6,147770.0,0,1,0,4
Insidious Chapter 2,5000000,83586447,2013,9,13,Insidious: Chapter 2,60.0,37.0,106.0,Patrick Wilson,Rose Byrne,Lin Shaye,tt2226417,40.0,English,James Wan,"Horror, Thriller",6.7,43794.0,1,0,0,4
Jackass: The Movie,5000000,64282312,2002,10,25,Jackass - The Movie,76.0,48.0,84.0,Johnny Knoxville,Bam Margera,Chris Pontius,tt0322802,42.0,English,Jeff Tremaine,"Documentary, Action, Comedy",6.6,55764.0,0,1,0,4
Paranormal Activity 4,5000000,53900335,2012,10,19,Paranormal Activity 4,36.0,24.0,90.0,Kathryn Newton,Katie Featherston,Brady Allen,tt2109184,40.0,English,"Henry Joost, Ariel Schulman",Horror,4.5,36758.0,0,1,0,4
Monster,5000000,34469210,2003,12,24,Monster,81.0,82.0,109.0,Charlize Theron,Christina Ricci,Bruce Dern,tt0340855,74.0,English,Patty Jenkins,"Biography, Crime, Drama",7.3,81985.0,0,1,1,2
Paranormal Activity: The Marked Ones,5000000,32316350,2014,1,3,Paranormal Activity: The Marked Ones,43.0,39.0,84.0,Andrew Jacobs,Carlos Pratts,Richard Cabral,tt2473682,42.0,English,Christopher Landon,"Horror, Thriller",5.1,7588.0,0,1,1,4
Memento,5000000,25544867,2001,3,16,Memento,94.0,92.0,116.0,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,tt0209144,80.0,English,Christopher Nolan,"Mystery, Thriller",8.6,593886.0,0,1,0,4
Our Idiot Brother,5000000,24814830,2011,8,26,Our Idiot Brother,52.0,67.0,100.0,Paul Rudd,Elizabeth Banks,Zooey Deschanel,tt1637706,60.0,English,Jesse Peretz,"Comedy, Drama",6.5,61817.0,0,1,0,4
Clerks II,5000000,24148068,2006,7,21,Clerks II,84.0,63.0,97.0,Brian O'Halloran,Jeff Anderson,Rosario Dawson,tt0424345,65.0,English,Kevin Smith,Comedy,7.5,97654.0,0,1,0,4
Billy Elliot,5000000,21995263,2000,10,13,Billy Elliot,89.0,85.0,110.0,Julie Walters,Jamie Bell,Gary Lewis,tt0249462,74.0,English,Stephen Daldry,"Comedy, Drama, Music",7.7,79482.0,0,1,0,4
The Way Way Back,5000000,21502690,2013,7,5,The Way Way Back,85.0,85.0,103.0,Steve Carell,Toni Collette,Liam James,tt1727388,68.0,English,"Nat Faxon, Jim Rash","Comedy, Drama",7.5,54523.0,1,0,1,4
The Apostle,5000000,20733485,1997,12,17,The Apostle,79.0,91.0,134.0,Robert Duvall,Farrah Fawcett,Miranda Richardson,tt0118632,83.0,English,Robert Duvall,Drama,7.2,10468.0,1,0,0,2
Halloween 4: The Return of Michael Myers,5000000,17768757,1988,10,1,Halloween 4: The Return of Michael Myers,54.0,29.0,88.0,Donald Pleasence,Ellie Cornell,Danielle Harris,tt0095271,43.0,English,Dwight H. Little,"Horror, Thriller",5.9,22311.0,0,1,0,5
Apollo 18,5000000,17686929,2011,9,2,Apollo 18,23.0,24.0,88.0,Lloyd Owen,Ryan Robbins,Warren Christie,tt1772240,24.0,English,Gonzalo López-Gallego,"Horror, Sci-Fi, Thriller",5.2,39082.0,1,0,0,4
Eve's Bayou,5000000,14843425,1997,11,7,Eve's Bayou,90.0,80.0,109.0,Jurnee Smollett,Meagan Good,Samuel L. Jackson,tt0119080,78.0,English,Kasi Lemmons,Drama,7.3,6079.0,0,1,0,4
Spring Breakers,5000000,14124286,2013,3,15,Spring Breakers,39.0,65.0,93.0,James Franco,Selena Gomez,Vanessa Hudgens,tt2101441,63.0,English,Harmony Korine,"Crime, Drama",5.4,75708.0,0,1,0,4
Shaun of the Dead,5000000,13542874,2004,9,24,Shaun of the Dead,93.0,91.0,100.0,Simon Pegg,Kate Ashfield,Nick Frost,tt0365748,76.0,English,Edgar Wright,"Comedy, Horror",8.0,296635.0,0,1,0,4
Lone Star,5000000,12961389,1996,6,21,Lone Star,85.0,93.0,134.0,Chris Cooper,Elizabeth Pena,Joe Morton,tt0116905,78.0,"English, Spanish",John Sayles,"Drama, Mystery, Romance",7.7,19600.0,0,1,0,4
Diner,5000000,12592907,1982,4,2,Diner,78.0,96.0,110.0,Tim Daly,Steve Guttenberg,Daniel Stern,tt0083833,86.0,English,Barry Levinson,"Comedy, Drama",7.2,12573.0,0,1,0,4
Sunshine Cleaning,5000000,12062558,2009,3,13,Sunshine Cleaning,62.0,72.0,91.0,Amy Adams,Emily Blunt,Alan Arkin,tt0862846,61.0,"English, Spanish",Christine Jeffs,"Comedy, Drama",6.9,51836.0,0,1,0,4
Not Easily Broken,5000000,10572742,2009,1,9,Not Easily Broken,68.0,33.0,100.0,Morris Chestnut,Taraji P. Henson,Maeve Quinlan,tt0795438,43.0,English,Bill Duke,"Drama, Romance",6.0,1830.0,1,0,0,4
Digimon: The Movie,5000000,9628751,2000,10,6,Digimon - The Movie,65.0,25.0,82.0,Lara Jill Miller,Joshua Seth,Colleen O'Shaughnessy,tt0259974,20.0,English,"Mamoru Hosoda, Shigeyasu Yamauchi","Animation, Action, Adventure",5.7,3720.0,1,0,0,4
Saved!,5000000,8886160,2004,5,28,Saved!,79.0,61.0,92.0,Jena Malone,Mandy Moore,Macaulay Culkin,tt0332375,62.0,English,Brian Dannelly,"Comedy, Drama",6.9,36094.0,1,0,0,4
The Forsaken,5000000,6755271,2001,4,27,The Forsaken,41.0,7.0,90.0,Kerr Smith,Brendan Fehr,Izabella Miko,tt0245120,35.0,English,J.S. Cardone,"Horror, Thriller",5.3,6508.0,0,1,0,4
UHF,5000000,6157157,1989,7,21,UHF,78.0,57.0,97.0,Weird Al Yankovic,Michael Richards,Kevin McCarthy,tt0098546,32.0,English,Jay Levey,Comedy,7.0,18601.0,1,0,0,4
Grandma's Boy,5000000,6090172,2006,1,6,Grandma's Boy,86.0,18.0,136.0,Linda Cardellini,Allen Covert,Peter Dante,tt0456554,33.0,English,Nicholaus Goossen,Comedy,7.1,57037.0,0,1,0,4
Slums of Beverly Hills,5000000,5502773,1998,8,14,Slums of Beverly Hills,68.0,80.0,91.0,Natasha Lyonne,Alan Arkin,Marisa Tomei,tt0120831,69.0,English,Tamara Jenkins,"Comedy, Drama",6.6,8218.0,0,1,0,4
Made,5000000,5308707,2001,7,13,Made,68.0,71.0,95.0,Vince Vaughn,Jon Favreau,Sean 'P. Diddy' Combs,tt0227005,62.0,English,Jon Favreau,"Comedy, Crime, Drama",6.5,13319.0,0,1,0,4
Moon,5000000,5010163,2009,6,12,Moon,89.0,89.0,97.0,Sam Rockwell,Kaya Scodelario,Benedict Wong,tt1182345,67.0,"English, Spanish",Duncan Jones,"Drama, Sci-Fi",8.0,183642.0,0,1,1,4
Keeping Up with the Steins,5000000,4339241,2006,5,12,Keeping Up With The Steins,38.0,37.0,99.0,Jeremy Piven,Jami Gertz,Garry Marshall,tt0415949,57.0,"English, Hebrew",Scott Marshall,Comedy,5.4,2490.0,1,0,0,4
The Sweet Hereafter,5000000,4306697,1997,10,10,The Sweet Hereafter,87.0,100.0,110.0,Ian Holm,Sarah Polley,Bruce Greenwood,tt0120255,90.0,English,Atom Egoyan,Drama,7.8,22979.0,0,1,0,4
Des Hommes et Des Dieux,5000000,3954651,2011,2,25,Of Gods and Men,76.0,93.0,120.0,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,tt1588337,86.0,"French, Arabic",Xavier Beauvois,"Drama, History",7.2,10164.0,1,0,0,4
Everything Must Go,5000000,2712131,2011,5,13,Everything Must Go,53.0,75.0,97.0,Will Ferrell,Christopher Jordan Wallace,Rebecca Hall,tt1531663,65.0,English,Dan Rush,"Comedy, Drama",6.5,31366.0,0,1,0,4
Rabbit Hole,5000000,2229058,2010,12,17,Rabbit Hole,72.0,86.0,91.0,Nicole Kidman,Aaron Eckhart,Dianne Wiest,tt0935075,76.0,English,John Cameron Mitchell,Drama,7.0,34130.0,1,0,0,4
The Machinist,5000000,1082044,2004,10,22,The Machinist,83.0,77.0,98.0,Christian Bale,Jennifer Jason Leigh,Aitana Sanchez-Gijon,tt0361862,61.0,English,Brad Anderson,"Drama, Thriller",7.8,209560.0,0,1,0,4
Sling Blade,4833610,24475416,1996,11,20,Sling Blade,93.0,96.0,134.0,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,tt0117666,84.0,English,Billy Bob Thornton,Drama,8.1,60223.0,0,1,0,2
Hostel,4800000,47326473,2006,1,6,Hostel,54.0,61.0,94.0,Jay Hernandez,Derek Richardson,Eythor Gudjonsson,tt0450278,55.0,"English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish",Eli Roth,Horror,5.8,111472.0,0,1,0,4
Take Shelter,4750000,1728953,2011,9,30,Take Shelter,81.0,92.0,120.0,Michael Shannon,Jessica Chastain,Tova Stewart,tt1675192,85.0,English,Jeff Nichols,"Drama, Thriller",7.5,48461.0,0,1,0,4
Tristram Shandy: A Cock and Bull Story,4750000,1253413,2006,1,27,Tristram Shandy: A Cock and Bull Story,66.0,90.0,94.0,Steve Coogan,Rob Brydon,Raymond Waring,tt0423409,80.0,English,Michael Winterbottom,"Comedy, Drama",6.8,10182.0,0,1,0,4
Dear Frankie,4600000,1340891,2005,3,4,Dear Frankie,91.0,81.0,102.0,Emily Mortimer,Jack McElhone,Gerard Butler,tt0377752,63.0,"English, British Sign Language",Shona Auerbach,"Drama, Romance",7.9,16271.0,1,0,0,4
Four Weddings and a Funeral,4500000,52700832,1994,3,9,Four Weddings and a Funeral,74.0,95.0,116.0,Hugh Grant,Andie MacDowell,Kristin Scott Thomas,tt0109831,81.0,"English, British Sign Language",Mike Newell,"Comedy, Drama, Romance",7.1,85633.0,0,1,0,2
Fast Times at Ridgemont High,4500000,27092880,1982,8,13,Fast Times At Ridgemont High,80.0,79.0,90.0,Sean Penn,Jennifer Jason Leigh,Judge Reinhold,tt0083929,67.0,English,Amy Heckerling,"Comedy, Drama, Romance",7.2,56021.0,0,1,0,4
Secrets & Lies,4500000,13417292,1996,9,28,Secrets & Lies,92.0,94.0,142.0,Brenda Blethyn,Marianne Jean-Baptiste,Phyllis Logan,tt0117589,91.0,English,Mike Leigh,Drama,8.0,22902.0,0,1,0,5
25th Hour,4500000,13084595,2002,12,19,25th Hour,85.0,78.0,134.0,Edward Norton,Philip Seymour Hoffman,Barry Pepper,tt0307901,67.0,English,Spike Lee,"Crime, Drama",7.7,126500.0,0,1,0,3
Bound,4500000,3802260,1996,10,4,Bound,82.0,92.0,107.0,Jennifer Tilly,Gina Gershon,Joe Pantoliano,tt0115736,61.0,English,"Andy Wachowski, Lana Wachowski","Crime, Drama, Thriller",7.5,34201.0,0,1,0,4
Requiem for a Dream,4500000,3635482,2000,10,6,Requiem for a Dream,93.0,78.0,101.0,Ellen Burstyn,Jared Leto,Jennifer Connelly,tt0180093,68.0,English,Darren Aronofsky,Drama,8.4,406824.0,0,1,0,4
Donnie Darko,4500000,1270522,2001,10,26,Donnie Darko,80.0,85.0,113.0,Jake Gyllenhaal,Jena Malone,Mary McDonnell,tt0246578,71.0,English,Richard Kelly,"Drama, Mystery, Sci-Fi",8.2,425016.0,0,1,0,4
Whale Rider,4300000,20779666,2003,6,6,Whale Rider,89.0,90.0,105.0,Keisha Castle-Hughes,Rawiri Paratene,Vicki Haughton,tt0298228,79.0,"English, Maori",Niki Caro,"Drama, Family",7.7,30392.0,1,0,0,4
Sexy Beast,4300000,6946056,2001,6,13,Sexy Beast,85.0,86.0,88.0,Ray Winstone,Ben Kingsley,Ian McShane,tt0203119,79.0,English,Jonathan Glazer,"Crime, Drama",7.3,34268.0,0,1,1,2
Love and Death on Long Island,4030000,2542264,1998,3,6,Love and Death on Long Island,57.0,86.0,93.0,John Hurt,Jason Priestley,Fiona Loewi,tt0119574,80.0,English,Richard Kwietniowski,"Comedy, Drama",7.0,3070.0,1,0,0,4
Porky's,4000000,109492484,1982,3,19,Porky's,58.0,30.0,94.0,Dan Monahan,Mark Herrier,Wyatt Knight,tt0084522,40.0,English,Bob Clark,Comedy,6.1,26581.0,0,1,0,4
The Crying Game,4000000,62546695,1992,11,25,The Crying Game,79.0,100.0,112.0,Stephen Rea,Jaye Davidson,Miranda Richardson,tt0104036,90.0,English,Neil Jordan,"Crime, Drama, Romance",7.3,34736.0,0,1,1,2
Lost in Translation,4000000,44585453,2003,9,12,Lost In Translation,86.0,95.0,105.0,Bill Murray,Anna Faris,Scarlett Johansson,tt0335266,89.0,"English, Japanese, German, French",Sofia Coppola,Drama,7.8,252469.0,0,1,0,4
Leaving Las Vegas,4000000,31983777,1995,10,27,Leaving Las Vegas,86.0,89.0,112.0,Nicolas Cage,Elisabeth Shue,Julian Sands,tt0113627,82.0,"English, Russian",Mike Figgis,"Drama, Romance",7.6,77277.0,0,1,0,4
Monster's Ball,4000000,31273922,2001,12,26,Monster's Ball,67.0,85.0,111.0,Billy Bob Thornton,Heath Ledger,Halle Berry,tt0285742,69.0,English,Marc Forster,"Drama, Romance",7.1,62739.0,0,1,1,2
The Kids Are All Right,4000000,20811365,2010,7,9,The Kids Are All Right,73.0,93.0,104.0,Annette Bening,Julianne Moore,Mark Ruffalo,tt0842926,86.0,English,Lisa Cholodenko,"Comedy, Drama",7.1,89701.0,0,1,0,4
The Last Exorcism Part II,4000000,15179303,2013,3,1,The Last Exorcism Part II,27.0,16.0,88.0,Ashley Bell,Julia Garner,Spencer Treat Clark,tt2034139,35.0,English,Ed Gass-Donnelly,"Drama, Horror, Thriller",3.9,9128.0,1,0,0,4
De-Lovely,4000000,13337299,2004,6,25,De-Lovely,66.0,48.0,125.0,Kevin Kline,Ashley Judd,Jonathan Pryce,tt0352277,53.0,"English, French, Italian",Irwin Winkler,"Biography, Drama, Music",6.6,8758.0,1,0,0,4
They Live,4000000,13000000,1988,11,4,They Live,79.0,83.0,97.0,Roddy Piper,Keith David,Meg Foster,tt0096256,52.0,English,John Carpenter,"Action, Horror, Sci-Fi",7.3,50278.0,0,1,0,4
Saving Grace,4000000,12178602,2000,8,4,Saving Grace,84.0,63.0,94.0,Brenda Blethyn,Craig Ferguson,Martin Clunes,tt0195234,62.0,"English, French",Nigel Cole,"Comedy, Crime",6.9,13028.0,0,1,0,4
What the #$'! Do We Know,4000000,10941801,2004,2,6,What the Bleep Do We Know!?,69.0,34.0,108.0,Marlee Matlin,Elaine Hendrix,John Ross Bowie,tt0399877,38.0,"German, English, Spanish","William Arntz, Betsy Chasse, Mark Vicente","Documentary, Comedy, Drama",5.3,11020.0,0,1,0,4
Scoop,4000000,10525717,2006,7,28,Scoop,56.0,40.0,96.0,Woody Allen,Hugh Jackman,Scarlett Johansson,tt0457513,48.0,English,Woody Allen,"Comedy, Mystery",6.8,51953.0,1,0,0,4
The Wash,4000000,10097096,2001,11,14,The Wash,66.0,8.0,96.0,Dr. Dre,Snoop Dogg,George Wallace (II),tt0290332,18.0,English,DJ Pooh,Comedy,4.4,4707.0,0,1,0,2
3 Strikes,4000000,9821335,2000,3,1,3 Strikes,66.0,0.0,83.0,Brian Hooks,N'Bushe Wright,Faizon Love,tt0199290,11.0,English,DJ Pooh,Comedy,3.7,1281.0,0,1,0,2
The Visitor,4000000,9427026,2008,4,11,The Visitor,84.0,89.0,104.0,Richard Jenkins,Hiam Abbass,Haaz Sleiman,tt0857191,79.0,"English, French, Arabic, Romanian",Thomas McCarthy,"Crime, Drama, Music",7.7,32310.0,1,0,0,4
The Cooler,4000000,8291572,2003,11,26,The Cooler,70.0,77.0,103.0,William H. Macy,Maria Bello,Alec Baldwin,tt0318374,69.0,English,Wayne Kramer,"Drama, Romance",7.0,26520.0,0,1,1,2
The Night Listener,4000000,7836393,2006,8,4,The Night Listener,35.0,40.0,81.0,Robin Williams,Toni Collette,Bobby Cannavale,tt0448075,51.0,English,Patrick Stettner,"Crime, Mystery, Thriller",5.9,11435.0,0,1,0,4
Bug,4000000,7006708,2007,5,25,Bug,33.0,61.0,102.0,Ashley Judd,Michael Shannon,Lynn Collins,tt0470705,62.0,English,William Friedkin,"Drama, Horror, Thriller",6.0,23725.0,0,1,0,4
The Rules of Attraction,4000000,6525762,2002,10,11,The Rules of Attraction,71.0,43.0,110.0,James Van Der Beek,Ian Somerhalder,Shannyn Sossamon,tt0292644,50.0,"English, German",Roger Avary,"Comedy, Drama, Romance",6.8,39459.0,0,1,0,4
Let's Go to Prison,4000000,4630045,2006,11,17,Let's Go To Prison,48.0,12.0,90.0,Dax Shepard,Will Arnett,Chi McBride,tt0454987,27.0,English,Bob Odenkirk,"Comedy, Crime",6.0,16950.0,0,1,0,4
The Real Cancun,4000000,3816594,2003,4,25,The Real Cancun,28.0,35.0,96.0,"Benjamin ""Fletch"" Fletcher",Nicole Frilot,Roxanne Frilot,tt0360916,34.0,English,Rick de Oliveira,Documentary,2.7,3525.0,0,1,0,4
Waiting for Guffman,4000000,2922988,1997,1,31,Waiting for Guffman,91.0,91.0,84.0,Christopher Guest,Eugene Levy,Fred Willard,tt0118111,71.0,English,Christopher Guest,Comedy,7.6,20399.0,0,1,0,4
Love Stinks,4000000,2793776,1999,9,10,Love Stinks,64.0,19.0,94.0,French Stewart,Bridgette Wilson,Bill Bellamy,tt0188863,23.0,English,Jeff Franklin,Comedy,5.7,4035.0,0,1,0,4
You Kill Me,4000000,2426851,2007,6,22,You Kill Me,60.0,78.0,92.0,Ben Kingsley,Tea Leoni,Luke Wilson,tt0796375,64.0,English,John Dahl,"Comedy, Crime, Romance",6.6,14599.0,0,1,0,4
Thumbsucker,4000000,1328679,2005,9,16,Thumbsucker,71.0,71.0,96.0,Lou Taylor Pucci,Tilda Swinton,Vince Vaughn,tt0318761,69.0,English,Mike Mills,"Comedy, Drama",6.7,17184.0,0,1,0,4
Red State,4000000,1065429,2011,3,5,Red State,54.0,58.0,88.0,Michael Parks,Melissa Leo,John Goodman,tt0873886,50.0,English,Kevin Smith,"Action, Horror, Thriller",6.2,41147.0,0,1,0,5
The History Boys,3700000,2730296,2006,11,21,The History Boys,70.0,65.0,113.0,Richard Griffiths,Frances De La Tour,Stephen Campbell Moore,tt0464049,74.0,English,Nicholas Hytner,"Comedy, Drama",6.8,15108.0,0,1,1,1
The Full Monty,3500000,45950122,1997,8,13,The Full Monty,79.0,95.0,91.0,Robert Carlyle,Tom Wilkinson,Mark Addy,tt0119164,75.0,English,Peter Cattaneo,"Comedy, Drama, Music",7.2,69974.0,0,1,0,2
Menace II Society,3500000,27731527,1993,5,26,Menace II Society,93.0,85.0,104.0,Tyrin Turner,Jada Pinkett Smith,Vonte Sweet,tt0107554,76.0,English,"Albert Hughes, Allen Hughes","Crime, Drama",7.5,30801.0,0,1,0,2
Empire,3500000,17504595,2002,12,6,Empire,63.0,21.0,90.0,John Leguizamo,Peter Sarsgaard,Denise Richards,tt0262396,38.0,"English, Spanish",Franc. Reyes,"Crime, Drama, Thriller",6.0,5855.0,0,1,0,4
Gods and Monsters,3500000,6451628,1998,11,6,Gods and Monsters,84.0,96.0,120.0,Ian McKellen,Brendan Fraser,Lynn Redgrave,tt0120684,74.0,"English, Hungarian",Bill Condon,"Biography, Drama",7.6,22341.0,0,1,0,4
El secreto de sus ojos,3500000,6391436,2010,4,16,The Secret in Their Eyes (El Secreto de Sus Ojos),93.0,91.0,129.0,Ricardo Darin,Soledad Villamil,Pablo Rago,tt1305806,81.0,Spanish,Juan José Campanella,"Drama, Mystery, Thriller",8.3,80976.0,0,1,0,4
Evil Dead II,3500000,5923044,1987,3,13,Evil Dead 2,89.0,98.0,84.0,Bruce Campbell,Sarah Berry,Dan Hicks,tt0092991,69.0,English,Sam Raimi,"Comedy, Horror",7.9,85098.0,0,1,0,4
Pootie Tang,3500000,3293258,2001,6,29,Pootie Tang,64.0,29.0,70.0,Lance Crouther,Jennifer Coolidge,Wanda Sykes,tt0258038,31.0,English,Louis C.K.,"Comedy, Musical, Adventure",5.0,9558.0,1,0,0,4
Margin Call,3400000,5353586,2011,10,21,Margin Call,74.0,88.0,106.0,Kevin Spacey,Paul Bettany,Jeremy Irons,tt1615147,76.0,English,J.C. Chandor,"Drama, Thriller",7.1,67141.0,0,1,0,4
Bella,3300000,8093373,2007,10,26,Bella (Beauty),81.0,44.0,91.0,Eduardo Verastegui,Tammy Blanchard,Manny Perez,tt0482463,47.0,"English, Spanish",Alejandro Monteverde,"Drama, Romance",7.4,8622.0,1,0,0,4
Cidade de Deus,3300000,7563397,2003,1,17,Cidade de Deus (City of God),97.0,90.0,130.0,Alexandre Rodrigues,Leandro Firmino da Hora,Matheus Nachtergaele,tt0317248,79.0,Portuguese,"Fernando Meirelles, Kátia Lund","Crime, Drama",8.7,379195.0,0,1,0,4
A Christmas Story,3250000,20605209,1983,11,18,A Christmas Story,89.0,88.0,93.0,Melinda Dillon,Darren McGavin,Peter Billingsley,tt0085334,77.0,English,Bob Clark,"Comedy, Family",8.1,84609.0,1,0,0,4
Maria Full of Grace,3200000,6529624,2004,7,16,Maria Full of Grace,87.0,97.0,101.0,Catalina Sandino Moreno,Yenny Paola Vega,Guilied Lopez,tt0390221,87.0,"Spanish, English",Joshua Marston,"Crime, Drama",7.5,26623.0,0,1,0,4
Beginners,3200000,5790894,2011,6,3,Beginners,77.0,84.0,104.0,Ewan McGregor,Christopher Plummer,Melanie Laurent,tt1532503,81.0,"English, French",Mike Mills,"Comedy, Drama, Romance",7.2,53473.0,0,1,0,4
Adam,3200000,2277396,2009,7,29,Adam,72.0,64.0,99.0,Hugh Dancy,Rose Byrne,Peter Gallagher,tt1185836,56.0,English,Max Mayer,"Drama, Romance",7.3,22844.0,1,0,0,2
Trainspotting,3100000,16501785,1996,7,19,Trainspotting,94.0,89.0,93.0,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,tt0117951,83.0,English,Danny Boyle,"Crime, Drama",8.2,339012.0,0,1,0,4
Paranormal Activity 2,3000000,84752907,2010,10,20,Paranormal Activity 2,49.0,58.0,91.0,Katie Featherston,Micah Sloat,Brian Boland,tt1536044,53.0,"English, Spanish",Tod Williams,Horror,5.7,62288.0,0,1,0,2
The Purge,3000000,64473115,2013,6,7,The Purge,37.0,37.0,85.0,Ethan Hawke,Lena Headey,Adelaide Kane,tt2184339,41.0,English,James DeMonaco,"Horror, Sci-Fi, Thriller",5.5,64667.0,0,1,0,4
Sinister,3000000,48086903,2012,10,12,Sinister,61.0,63.0,109.0,Ethan Hawke,Juliet Rylance,Fred Dalton Thompson,tt1922777,53.0,"English, Portuguese, French, Breton",Scott Derrickson,"Horror, Mystery, Thriller",6.8,80468.0,0,1,0,4
